특징,밴드,정규화,모델,학습 정확도 (Trial),학습 정확도 (Epoch),테스트 정확도 (Trial),테스트 정확도 (Epoch)
F_dasm_3d_3area,delta,None,XGBoost,0.6467,0.6086,0.62,0.5686
F_peak_3d_F4,beta,None,XGBoost,0.6067,0.6114,0.59,0.5686
F_de_3d_10rm,beta,None,Linear SVM,0.7067,0.679,0.62,0.5686
F_peak_3d_8rm,beta,None,Ensemble (Majority Vote),0.82,0.7657,0.58,0.5686
F_dasm_3d_10rm,delta,norm3,XGBoost,0.78,0.6971,0.6,0.5686
F_de_3d_F4,gamma,None,KNN,0.8,0.6819,0.61,0.5686
F_mean_3d_Fp2,all,None,KNN,0.92,0.7981,0.57,0.5686
F_dasm_3d_8rm,delta,None,Ensemble (Majority Vote),0.7,0.6562,0.62,0.5686
F_median_3d_Fp1,alpha,None,Linear SVM,0.5267,0.5248,0.62,0.5686
F_median_3d_Fp1,alpha,None,Logistic Regression,0.5333,0.5238,0.62,0.5686
F_de_3d_F4,beta,None,Ensemble (Majority Vote),0.6533,0.6229,0.59,0.5686
F_de_3d_T8,beta,None,Logistic Regression,0.5533,0.559,0.6,0.5686
F_de_3d,delta,None,KNN,0.98,0.8781,0.64,0.5686
F_peak_3d19,gamma,None,KNN,0.9917,0.9202,0.5625,0.5679
F_de_3d19,beta,None,XGBoost,0.95,0.8857,0.5625,0.5679
F_peak_3d19,beta,None,Logistic Regression,0.6583,0.6679,0.55,0.5679
F_median_3d19,gamma,norm3,XGBoost,0.9833,0.9119,0.5875,0.5679
F_rasm_3d19,beta,norm3,Random Forest,0.8417,0.7643,0.5875,0.5679
F_de_3d19,all,None,Ensemble (Majority Vote),1.0,0.975,0.5875,0.5679
F_mean_3d19,gamma,None,XGBoost,0.975,0.9107,0.625,0.5679
F_mean_3d19,gamma,norm3,Random Forest,0.9,0.8548,0.575,0.5679
F_mean_3d19,gamma,norm3,XGBoost,0.9833,0.9298,0.6125,0.5679
F_mean_3d_T8,alpha,None,Logistic Regression,0.5533,0.5476,0.57,0.5671
F_mean_3d_F3,delta,None,XGBoost,0.6533,0.5762,0.55,0.5671
F_de_3d_2area,theta,None,Ensemble (Majority Vote),0.7,0.6571,0.62,0.5671
F_de_3d_T8,beta,None,Linear SVM,0.5533,0.56,0.59,0.5671
F_de_3d_3area,delta,None,Logistic Regression,0.6067,0.6,0.58,0.5671
F_rasm_3d,all,None,XGBoost,1.0,0.9248,0.6,0.5671
F_mean_3d_T8,all,None,Linear SVM,0.6333,0.6019,0.58,0.5671
F_mean_3d_Fp1,alpha,None,Linear SVM,0.5067,0.5229,0.57,0.5671
F_mean_3d_Fp1,delta,None,XGBoost,0.66,0.619,0.6,0.5671
F_de_3d_F3,all,None,Logistic Regression,0.64,0.62,0.59,0.5671
F_de_3d,beta,norm3,Random Forest,0.88,0.8152,0.56,0.5671
F_dasm_3d,gamma,norm3,Random Forest,0.7867,0.719,0.6,0.5671
F_peak_3d_2area,theta,None,Linear SVM,0.5933,0.5686,0.55,0.5671
F_dasm_3d19,all,norm3,Linear SVM,0.9417,0.856,0.6125,0.5661
F_peak_3d19,beta,None,KNN,0.9833,0.919,0.5875,0.5661
F_rasm_3d19,beta,norm3,XGBoost,0.9417,0.831,0.575,0.5661
F_de_3d_F8,theta,None,Ensemble (Majority Vote),0.7,0.6371,0.58,0.5657
F_mean_3d_Fp1,alpha,None,Logistic Regression,0.5067,0.5248,0.57,0.5657
F_de_3d_F4,all,None,Random Forest,0.78,0.7171,0.62,0.5657
F_de_3d_T7,all,None,Linear SVM,0.66,0.6276,0.58,0.5657
F_de_3d_T8,beta,None,Ensemble (Majority Vote),0.68,0.6371,0.6,0.5657
F_mean_3d_C3,theta,None,Random Forest,0.6933,0.6314,0.61,0.5657
F_peak_3d_C3,beta,None,Linear SVM,0.5667,0.559,0.56,0.5657
F_peak_3d_F8,theta,None,Logistic Regression,0.58,0.5505,0.55,0.5657
F_mean_3d_F3,all,None,Ensemble (Majority Vote),0.8,0.7362,0.58,0.5657
F_rasm_3d,all,norm3,Ensemble (Majority Vote),0.9267,0.8152,0.64,0.5657
F_mean_3d_2area,alpha,None,Logistic Regression,0.5467,0.56,0.57,0.5657
F_dasm_3d_8rm,delta,None,Random Forest,0.74,0.6714,0.6,0.5657
F_peak_3d_F8,all,None,Logistic Regression,0.68,0.6295,0.57,0.5657
F_peak_3d_10rm,beta,None,Logistic Regression,0.6933,0.6762,0.57,0.5657
F_dasm_3d,gamma,norm3,XGBoost,0.8267,0.7362,0.61,0.5657
F_peak_3d_8rm,all,None,KNN,0.9933,0.9562,0.63,0.5657
F_rasm_3d_8rm,alpha,None,XGBoost,0.7867,0.681,0.6,0.5643
F_rasm_3d,beta,norm3,KNN,0.8533,0.719,0.62,0.5643
F_mean_3d_10rm,all,None,KNN,1.0,0.9467,0.58,0.5643
F_rasm_3d,all,None,Random Forest,0.9533,0.84,0.63,0.5643
F_peak_3d19,delta,None,Ensemble (Majority Vote),0.925,0.8536,0.575,0.5643
F_median_3d_Fz,theta,None,XGBoost,0.6467,0.6124,0.6,0.5643
F_de_3d_8rm,theta,None,Logistic Regression,0.64,0.6429,0.59,0.5643
F_peak_3d_10rm,gamma,norm3,XGBoost,0.94,0.8257,0.61,0.5643
F_de_3d19,beta,norm3,Ensemble (Majority Vote),0.9333,0.8607,0.5875,0.5643
F_median_3d_T8,beta,None,XGBoost,0.6467,0.6152,0.6,0.5643
F_dasm_3d_10rm,delta,norm3,Linear SVM,0.56,0.5581,0.58,0.5643
F_mean_3d_T8,alpha,None,Linear SVM,0.5533,0.5438,0.57,0.5643
F_peak_3d_8rm,beta,None,Random Forest,0.8133,0.76,0.6,0.5643
F_de_3d19,delta,None,Random Forest,0.8917,0.8155,0.55,0.5643
F_de_3d,beta,norm3,Ensemble (Majority Vote),0.9,0.8257,0.58,0.5643
F_rasm_3d_8rm,alpha,None,Ensemble (Majority Vote),0.8067,0.68,0.63,0.5643
F_rasm_3d_8rm,all,None,XGBoost,0.9933,0.8543,0.62,0.5643
F_peak_3d_10rm,beta,None,Ensemble (Majority Vote),0.8467,0.8019,0.56,0.5643
F_mean_3d_Fz,all,None,Random Forest,0.7933,0.7362,0.6,0.5643
F_dasm_3d19,gamma,norm3,Random Forest,0.825,0.781,0.575,0.5643
F_de_3d_8rm,beta,None,Linear SVM,0.66,0.6505,0.55,0.5643
F_de_3d_T8,gamma,None,Ensemble (Majority Vote),0.68,0.621,0.56,0.5643
F_peak_3d_F3,delta,None,Logistic Regression,0.5133,0.5143,0.6,0.5643
F_peak_3d_1area,all,norm3,Logistic Regression,0.6267,0.6133,0.6,0.5643
F_peak_3d_3area,all,norm3,Logistic Regression,0.7667,0.7286,0.58,0.5643
F_peak_3d19,gamma,norm3,Ensemble (Majority Vote),0.9583,0.8655,0.575,0.5643
F_mean_3d19,all,None,XGBoost,0.9917,0.975,0.575,0.5643
F_rasm_3d_8rm,all,None,Ensemble (Majority Vote),0.9333,0.7848,0.63,0.5643
F_dasm_3d_8rm,gamma,None,Linear SVM,0.56,0.5619,0.58,0.5629
F_de_3d_F4,beta,None,XGBoost,0.6333,0.621,0.6,0.5629
F_mean_3d_8rm,all,None,KNN,1.0,0.9457,0.56,0.5629
F_peak_3d,beta,None,Random Forest,0.8533,0.7924,0.58,0.5629
F_peak_3d_F8,theta,None,Linear SVM,0.5867,0.5543,0.55,0.5629
F_peak_3d_1area,all,None,Linear SVM,0.62,0.6095,0.59,0.5629
F_de_3d_10rm,beta,norm3,KNN,0.9533,0.8638,0.62,0.5629
F_peak_3d_10rm,all,None,Logistic Regression,0.9133,0.8638,0.6,0.5629
F_de_3d_3area,theta,None,Logistic Regression,0.5467,0.5562,0.62,0.5629
F_median_3d_8rm,delta,None,KNN,0.9667,0.8476,0.54,0.5629
F_de_3d_2area,all,None,Random Forest,0.86,0.7724,0.58,0.5629
F_peak_3d_8rm,all,norm3,Linear SVM,0.98,0.8819,0.54,0.5629
F_rasm_3d_8rm,alpha,None,Random Forest,0.7667,0.6781,0.6,0.5629
F_peak_3d_C3,beta,None,Logistic Regression,0.5667,0.5619,0.57,0.5629
F_median_3d_10rm,beta,None,Random Forest,0.8667,0.7886,0.56,0.5629
F_peak_3d_2area,beta,None,Linear SVM,0.5867,0.5838,0.55,0.5629
F_peak_3d_2area,beta,None,Logistic Regression,0.5733,0.5695,0.56,0.5629
F_peak_3d,all,None,Random Forest,0.9267,0.8971,0.56,0.5629
F_mean_3d_8rm,alpha,None,Ensemble (Majority Vote),0.8133,0.7695,0.56,0.5629
F_median_3d_T8,beta,None,Random Forest,0.6733,0.6238,0.6,0.5629
F_mean_3d_F4,gamma,None,Ensemble (Majority Vote),0.72,0.6552,0.56,0.5629
F_de_3d_8rm,theta,norm3,Random Forest,0.7933,0.7267,0.62,0.5629
F_mean_3d_10rm,beta,norm3,XGBoost,0.9133,0.8333,0.61,0.5629
F_peak_3d,all,None,KNN,0.9933,0.9629,0.57,0.5629
F_de_3d19,all,None,Linear SVM,1.0,0.9714,0.55,0.5625
F_dasm_3d19,delta,norm3,Logistic Regression,0.6833,0.6607,0.55,0.5625
F_mean_3d_8rm,theta,None,Logistic Regression,0.6467,0.6267,0.58,0.5614
F_mean_3d_2area,alpha,None,Linear SVM,0.56,0.559,0.58,0.5614
F_mean_3d_F3,all,None,Random Forest,0.8,0.739,0.59,0.5614
F_median_3d_T8,all,None,Linear SVM,0.6333,0.6229,0.58,0.5614
F_peak_3d_2area,all,None,Linear SVM,0.7133,0.6857,0.59,0.5614
F_mean_3d_Fp1,all,None,KNN,0.92,0.7943,0.57,0.5614
F_dasm_3d,delta,norm3,Random Forest,0.8133,0.7267,0.6,0.5614
F_rasm_3d_8rm,all,None,Random Forest,0.9333,0.8067,0.63,0.5614
F_mean_3d_F8,theta,None,Ensemble (Majority Vote),0.6667,0.6352,0.58,0.5614
F_peak_3d_3area,beta,norm3,Random Forest,0.7,0.6629,0.56,0.5614
F_mean_3d_8rm,beta,None,XGBoost,0.9067,0.801,0.6,0.5614
F_median_3d_F4,all,None,Logistic Regression,0.6333,0.6162,0.55,0.5614
F_mean_3d_2area,all,None,Logistic Regression,0.66,0.62,0.55,0.5614
F_de_3d_F3,delta,None,XGBoost,0.64,0.601,0.57,0.5614
F_de_3d_Fp1,alpha,None,Linear SVM,0.52,0.5152,0.6,0.5614
F_peak_3d_F3,delta,None,Linear SVM,0.5133,0.5152,0.59,0.5614
F_rasm_3d,alpha,None,Ensemble (Majority Vote),0.8133,0.6886,0.6,0.5614
F_median_3d_F3,all,None,XGBoost,0.86,0.7638,0.61,0.5614
F_mean_3d_F4,beta,None,Logistic Regression,0.5933,0.5619,0.55,0.5614
F_de_3d_T8,all,None,Random Forest,0.7733,0.7124,0.57,0.5614
