특징,밴드,정규화,모델,학습 정확도 (Trial),학습 정확도 (Epoch),테스트 정확도 (Trial),테스트 정확도 (Epoch),학습 혼동 행렬 (Epoch),테스트 혼동 행렬 (Epoch)
F_mean_3d_Fz,delta,None,Logistic Regression,0.43333333333333335,0.49523809523809526,0.45,0.45,"[[52, 53], [53, 52]]","[[0, 70], [7, 63]]"
F_mean_3d_Fz,delta,None,KNN,0.8666666666666667,0.7238095238095238,0.4,0.4857142857142857,"[[71, 34], [24, 81]]","[[12, 58], [14, 56]]"
F_mean_3d_Fz,delta,None,Linear SVM,0.4666666666666667,0.5095238095238095,0.45,0.44285714285714284,"[[58, 47], [56, 49]]","[[0, 70], [8, 62]]"
F_mean_3d_Fz,delta,None,Random Forest,0.7,0.6142857142857143,0.35,0.4142857142857143,"[[72, 33], [48, 57]]","[[5, 65], [17, 53]]"
F_mean_3d_Fz,delta,None,XGBoost,0.7333333333333333,0.6142857142857143,0.4,0.42857142857142855,"[[71, 34], [47, 58]]","[[5, 65], [15, 55]]"
F_mean_3d_Fz,delta,None,Ensemble (Majority Vote),0.7333333333333333,0.6571428571428571,0.4,0.44285714285714284,"[[74, 31], [41, 64]]","[[4, 66], [12, 58]]"
F_mean_3d_Fz,delta,norm2,Logistic Regression,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,delta,norm2,KNN,0.8333333333333334,0.7047619047619048,0.35,0.42857142857142855,"[[73, 32], [30, 75]]","[[26, 44], [36, 34]]"
F_mean_3d_Fz,delta,norm2,Linear SVM,0.43333333333333335,0.48095238095238096,0.5,0.5,"[[37, 68], [41, 64]]","[[28, 42], [28, 42]]"
F_mean_3d_Fz,delta,norm2,Random Forest,0.6666666666666666,0.6238095238095238,0.5,0.5285714285714286,"[[61, 44], [35, 70]]","[[32, 38], [28, 42]]"
F_mean_3d_Fz,delta,norm2,XGBoost,0.7,0.5666666666666667,0.5,0.4928571428571429,"[[58, 47], [44, 61]]","[[36, 34], [37, 33]]"
F_mean_3d_Fz,delta,norm2,Ensemble (Majority Vote),0.8,0.6523809523809524,0.45,0.5,"[[70, 35], [38, 67]]","[[38, 32], [38, 32]]"
F_mean_3d_Fz,delta,norm3,Logistic Regression,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,delta,norm3,KNN,0.8333333333333334,0.7047619047619048,0.35,0.42857142857142855,"[[73, 32], [30, 75]]","[[26, 44], [36, 34]]"
F_mean_3d_Fz,delta,norm3,Linear SVM,0.43333333333333335,0.48095238095238096,0.5,0.5,"[[37, 68], [41, 64]]","[[28, 42], [28, 42]]"
F_mean_3d_Fz,delta,norm3,Random Forest,0.6666666666666666,0.6238095238095238,0.5,0.5285714285714286,"[[61, 44], [35, 70]]","[[32, 38], [28, 42]]"
F_mean_3d_Fz,delta,norm3,XGBoost,0.7,0.5666666666666667,0.5,0.4928571428571429,"[[58, 47], [44, 61]]","[[36, 34], [37, 33]]"
F_mean_3d_Fz,delta,norm3,Ensemble (Majority Vote),0.8,0.6523809523809524,0.45,0.5,"[[70, 35], [38, 67]]","[[38, 32], [38, 32]]"
F_mean_3d_Fz,theta,None,Logistic Regression,0.5,0.49523809523809526,0.5,0.4714285714285714,"[[55, 50], [56, 49]]","[[0, 70], [4, 66]]"
F_mean_3d_Fz,theta,None,KNN,0.8,0.6666666666666666,0.6,0.5,"[[72, 33], [37, 68]]","[[18, 52], [18, 52]]"
F_mean_3d_Fz,theta,None,Linear SVM,0.5333333333333333,0.49047619047619045,0.5,0.4714285714285714,"[[62, 43], [64, 41]]","[[0, 70], [4, 66]]"
F_mean_3d_Fz,theta,None,Random Forest,0.6333333333333333,0.5904761904761905,0.35,0.40714285714285714,"[[71, 34], [52, 53]]","[[5, 65], [18, 52]]"
F_mean_3d_Fz,theta,None,XGBoost,0.5666666666666667,0.5523809523809524,0.5,0.5071428571428571,"[[88, 17], [77, 28]]","[[70, 0], [69, 1]]"
F_mean_3d_Fz,theta,None,Ensemble (Majority Vote),0.7,0.6238095238095238,0.45,0.44285714285714284,"[[76, 29], [50, 55]]","[[5, 65], [13, 57]]"
F_mean_3d_Fz,theta,norm2,Logistic Regression,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,theta,norm2,KNN,0.8666666666666667,0.680952380952381,0.55,0.4928571428571429,"[[76, 29], [38, 67]]","[[43, 27], [44, 26]]"
F_mean_3d_Fz,theta,norm2,Linear SVM,0.5333333333333333,0.5095238095238095,0.55,0.5142857142857142,"[[43, 62], [41, 64]]","[[31, 39], [29, 41]]"
F_mean_3d_Fz,theta,norm2,Random Forest,0.7333333333333333,0.5857142857142857,0.55,0.4857142857142857,"[[65, 40], [47, 58]]","[[34, 36], [36, 34]]"
F_mean_3d_Fz,theta,norm2,XGBoost,0.7,0.5857142857142857,0.5,0.4714285714285714,"[[64, 41], [46, 59]]","[[31, 39], [35, 35]]"
F_mean_3d_Fz,theta,norm2,Ensemble (Majority Vote),0.7,0.6,0.5,0.4714285714285714,"[[75, 30], [54, 51]]","[[40, 30], [44, 26]]"
F_mean_3d_Fz,theta,norm3,Logistic Regression,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,theta,norm3,KNN,0.8666666666666667,0.680952380952381,0.55,0.4928571428571429,"[[76, 29], [38, 67]]","[[43, 27], [44, 26]]"
F_mean_3d_Fz,theta,norm3,Linear SVM,0.5333333333333333,0.5095238095238095,0.55,0.5142857142857142,"[[43, 62], [41, 64]]","[[31, 39], [29, 41]]"
F_mean_3d_Fz,theta,norm3,Random Forest,0.7333333333333333,0.5857142857142857,0.55,0.4857142857142857,"[[65, 40], [47, 58]]","[[34, 36], [36, 34]]"
F_mean_3d_Fz,theta,norm3,XGBoost,0.7,0.5857142857142857,0.5,0.4714285714285714,"[[64, 41], [46, 59]]","[[31, 39], [35, 35]]"
F_mean_3d_Fz,theta,norm3,Ensemble (Majority Vote),0.7,0.6,0.5,0.4714285714285714,"[[75, 30], [54, 51]]","[[40, 30], [44, 26]]"
F_mean_3d_Fz,alpha,None,Logistic Regression,0.5666666666666667,0.5238095238095238,0.5,0.5,"[[60, 45], [55, 50]]","[[0, 70], [0, 70]]"
F_mean_3d_Fz,alpha,None,KNN,0.9,0.6857142857142857,0.4,0.5071428571428571,"[[67, 38], [28, 77]]","[[21, 49], [20, 50]]"
F_mean_3d_Fz,alpha,None,Linear SVM,0.5333333333333333,0.5238095238095238,0.5,0.4857142857142857,"[[65, 40], [60, 45]]","[[0, 70], [2, 68]]"
F_mean_3d_Fz,alpha,None,Random Forest,0.6666666666666666,0.6095238095238096,0.55,0.55,"[[70, 35], [47, 58]]","[[69, 1], [62, 8]]"
F_mean_3d_Fz,alpha,None,XGBoost,0.5333333333333333,0.5285714285714286,0.5,0.5,"[[23, 82], [17, 88]]","[[0, 70], [0, 70]]"
F_mean_3d_Fz,alpha,None,Ensemble (Majority Vote),0.7,0.5666666666666667,0.5,0.5,"[[55, 50], [41, 64]]","[[0, 70], [0, 70]]"
F_mean_3d_Fz,alpha,norm2,Logistic Regression,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,alpha,norm2,KNN,0.8666666666666667,0.6714285714285714,0.6,0.5357142857142857,"[[71, 34], [35, 70]]","[[31, 39], [26, 44]]"
F_mean_3d_Fz,alpha,norm2,Linear SVM,0.5,0.49523809523809526,0.5,0.5071428571428571,"[[103, 2], [104, 1]]","[[70, 0], [69, 1]]"
F_mean_3d_Fz,alpha,norm2,Random Forest,0.7666666666666667,0.6238095238095238,0.3,0.42142857142857143,"[[62, 43], [36, 69]]","[[24, 46], [35, 35]]"
F_mean_3d_Fz,alpha,norm2,XGBoost,0.6,0.5904761904761905,0.35,0.4857142857142857,"[[75, 30], [56, 49]]","[[41, 29], [43, 27]]"
F_mean_3d_Fz,alpha,norm2,Ensemble (Majority Vote),0.5333333333333333,0.6333333333333333,0.5,0.4857142857142857,"[[94, 11], [66, 39]]","[[51, 19], [53, 17]]"
F_mean_3d_Fz,alpha,norm3,Logistic Regression,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,alpha,norm3,KNN,0.8666666666666667,0.6714285714285714,0.6,0.5357142857142857,"[[71, 34], [35, 70]]","[[31, 39], [26, 44]]"
F_mean_3d_Fz,alpha,norm3,Linear SVM,0.5,0.49523809523809526,0.5,0.5071428571428571,"[[103, 2], [104, 1]]","[[70, 0], [69, 1]]"
F_mean_3d_Fz,alpha,norm3,Random Forest,0.7666666666666667,0.6238095238095238,0.3,0.42142857142857143,"[[62, 43], [36, 69]]","[[24, 46], [35, 35]]"
F_mean_3d_Fz,alpha,norm3,XGBoost,0.6,0.5904761904761905,0.35,0.4857142857142857,"[[75, 30], [56, 49]]","[[41, 29], [43, 27]]"
F_mean_3d_Fz,alpha,norm3,Ensemble (Majority Vote),0.5333333333333333,0.6333333333333333,0.5,0.4857142857142857,"[[94, 11], [66, 39]]","[[51, 19], [53, 17]]"
F_mean_3d_Fz,beta,None,Logistic Regression,0.5666666666666667,0.5285714285714286,0.5,0.5,"[[62, 43], [56, 49]]","[[0, 70], [0, 70]]"
F_mean_3d_Fz,beta,None,KNN,0.8666666666666667,0.680952380952381,0.6,0.5571428571428572,"[[77, 28], [39, 66]]","[[22, 48], [14, 56]]"
F_mean_3d_Fz,beta,None,Linear SVM,0.5333333333333333,0.5285714285714286,0.5,0.4928571428571429,"[[70, 35], [64, 41]]","[[0, 70], [1, 69]]"
F_mean_3d_Fz,beta,None,Random Forest,0.6666666666666666,0.6,0.5,0.4642857142857143,"[[76, 29], [55, 50]]","[[0, 70], [5, 65]]"
F_mean_3d_Fz,beta,None,XGBoost,0.6,0.5523809523809524,0.5,0.5,"[[33, 72], [22, 83]]","[[0, 70], [0, 70]]"
F_mean_3d_Fz,beta,None,Ensemble (Majority Vote),0.5666666666666667,0.5619047619047619,0.5,0.4928571428571429,"[[59, 46], [46, 59]]","[[0, 70], [1, 69]]"
F_mean_3d_Fz,beta,norm2,Logistic Regression,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,beta,norm2,KNN,0.8,0.6666666666666666,0.4,0.4714285714285714,"[[74, 31], [39, 66]]","[[38, 32], [42, 28]]"
F_mean_3d_Fz,beta,norm2,Linear SVM,0.6,0.5238095238095238,0.45,0.4928571428571429,"[[51, 54], [46, 59]]","[[29, 41], [30, 40]]"
F_mean_3d_Fz,beta,norm2,Random Forest,0.6333333333333333,0.5666666666666667,0.5,0.4928571428571429,"[[57, 48], [43, 62]]","[[25, 45], [26, 44]]"
F_mean_3d_Fz,beta,norm2,XGBoost,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,beta,norm2,Ensemble (Majority Vote),0.5333333333333333,0.580952380952381,0.5,0.4785714285714286,"[[91, 14], [74, 31]]","[[55, 15], [58, 12]]"
F_mean_3d_Fz,beta,norm3,Logistic Regression,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,beta,norm3,KNN,0.8,0.6666666666666666,0.4,0.4714285714285714,"[[74, 31], [39, 66]]","[[38, 32], [42, 28]]"
F_mean_3d_Fz,beta,norm3,Linear SVM,0.6,0.5238095238095238,0.45,0.4928571428571429,"[[51, 54], [46, 59]]","[[29, 41], [30, 40]]"
F_mean_3d_Fz,beta,norm3,Random Forest,0.6333333333333333,0.5666666666666667,0.5,0.4928571428571429,"[[57, 48], [43, 62]]","[[25, 45], [26, 44]]"
F_mean_3d_Fz,beta,norm3,XGBoost,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,beta,norm3,Ensemble (Majority Vote),0.5333333333333333,0.580952380952381,0.5,0.4785714285714286,"[[91, 14], [74, 31]]","[[55, 15], [58, 12]]"
F_mean_3d_Fz,gamma,None,Logistic Regression,0.5666666666666667,0.5095238095238095,0.5,0.4857142857142857,"[[61, 44], [59, 46]]","[[0, 70], [2, 68]]"
F_mean_3d_Fz,gamma,None,KNN,0.8,0.7047619047619048,0.45,0.4785714285714286,"[[64, 41], [21, 84]]","[[6, 64], [9, 61]]"
F_mean_3d_Fz,gamma,None,Linear SVM,0.6,0.5238095238095238,0.5,0.4857142857142857,"[[67, 38], [62, 43]]","[[0, 70], [2, 68]]"
F_mean_3d_Fz,gamma,None,Random Forest,0.7,0.6238095238095238,0.5,0.4857142857142857,"[[63, 42], [37, 68]]","[[0, 70], [2, 68]]"
F_mean_3d_Fz,gamma,None,XGBoost,0.5333333333333333,0.5428571428571428,0.5,0.5,"[[47, 58], [38, 67]]","[[0, 70], [0, 70]]"
F_mean_3d_Fz,gamma,None,Ensemble (Majority Vote),0.6333333333333333,0.5428571428571428,0.5,0.4857142857142857,"[[56, 49], [47, 58]]","[[0, 70], [2, 68]]"
F_mean_3d_Fz,gamma,norm2,Logistic Regression,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,gamma,norm2,KNN,0.9333333333333333,0.7333333333333333,0.5,0.4785714285714286,"[[72, 33], [23, 82]]","[[34, 36], [37, 33]]"
F_mean_3d_Fz,gamma,norm2,Linear SVM,0.5,0.48095238095238096,0.5,0.5071428571428571,"[[59, 46], [63, 42]]","[[39, 31], [38, 32]]"
F_mean_3d_Fz,gamma,norm2,Random Forest,0.7,0.6190476190476191,0.5,0.4714285714285714,"[[72, 33], [47, 58]]","[[33, 37], [37, 33]]"
F_mean_3d_Fz,gamma,norm2,XGBoost,0.7,0.6095238095238096,0.5,0.4785714285714286,"[[70, 35], [47, 58]]","[[33, 37], [36, 34]]"
F_mean_3d_Fz,gamma,norm2,Ensemble (Majority Vote),0.7,0.638095238095238,0.4,0.45,"[[81, 24], [52, 53]]","[[37, 33], [44, 26]]"
F_mean_3d_Fz,gamma,norm3,Logistic Regression,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
F_mean_3d_Fz,gamma,norm3,KNN,0.9333333333333333,0.7333333333333333,0.5,0.4785714285714286,"[[72, 33], [23, 82]]","[[34, 36], [37, 33]]"
F_mean_3d_Fz,gamma,norm3,Linear SVM,0.5,0.48095238095238096,0.5,0.5071428571428571,"[[59, 46], [63, 42]]","[[39, 31], [38, 32]]"
F_mean_3d_Fz,gamma,norm3,Random Forest,0.7,0.6190476190476191,0.5,0.4714285714285714,"[[72, 33], [47, 58]]","[[33, 37], [37, 33]]"
F_mean_3d_Fz,gamma,norm3,XGBoost,0.7,0.6095238095238096,0.5,0.4785714285714286,"[[70, 35], [47, 58]]","[[33, 37], [36, 34]]"
F_mean_3d_Fz,gamma,norm3,Ensemble (Majority Vote),0.7,0.638095238095238,0.4,0.45,"[[81, 24], [52, 53]]","[[37, 33], [44, 26]]"
F_mean_3d_Fz,all,None,Logistic Regression,0.5333333333333333,0.5190476190476191,0.5,0.4714285714285714,"[[56, 49], [52, 53]]","[[0, 70], [4, 66]]"
F_mean_3d_Fz,all,None,KNN,0.9,0.719047619047619,0.45,0.45714285714285713,"[[82, 23], [36, 69]]","[[11, 59], [17, 53]]"
F_mean_3d_Fz,all,None,Linear SVM,0.6333333333333333,0.5619047619047619,0.4,0.45,"[[61, 44], [48, 57]]","[[8, 62], [15, 55]]"
F_mean_3d_Fz,all,None,Random Forest,0.8666666666666667,0.6857142857142857,0.4,0.42142857142857143,"[[68, 37], [29, 76]]","[[5, 65], [16, 54]]"
F_mean_3d_Fz,all,None,XGBoost,0.8333333333333334,0.6571428571428571,0.4,0.42857142857142855,"[[64, 41], [31, 74]]","[[5, 65], [15, 55]]"
F_mean_3d_Fz,all,None,Ensemble (Majority Vote),0.7666666666666667,0.6619047619047619,0.4,0.42142857142857143,"[[67, 38], [33, 72]]","[[4, 66], [15, 55]]"
F_mean_3d_Fz,all,norm2,Logistic Regression,0.5,0.5,0.5,0.5,"[[105, 0], [105, 0]]","[[70, 0], [70, 0]]"
