특징,밴드,정규화,모델,학습 정확도 (Trial),학습 정확도 (Epoch),테스트 정확도 (Trial),테스트 정확도 (Epoch)
F_peak_3d_8rm,beta,norm3,Logistic Regression,0.5667,0.5717,0.8,0.7429
F_mean_3d_Fz,alpha,None,Linear SVM,0.5267,0.5207,0.8,0.7286
F_peak_3d_1area,beta,None,Logistic Regression,0.54,0.531,0.8,0.7286
F_peak_3d_1area,gamma,None,Linear SVM,0.5,0.528,0.8,0.7286
F_median_3d_1area,alpha,None,Logistic Regression,0.5333,0.5267,0.8,0.7286
F_peak_3d_Fp1,beta,None,XGBoost,0.6467,0.5979,0.8,0.7286
F_peak_3d_Fp2,gamma,None,Ensemble (Majority Vote),0.7333,0.6283,0.8,0.7286
F_peak_3d_1area,beta,None,Linear SVM,0.5267,0.5313,0.8,0.7286
F_peak_3d_Fp1,beta,None,Random Forest,0.6267,0.609,0.9,0.7286
F_de_3d_F7,theta,None,Random Forest,0.7133,0.5979,0.8,0.7286
F_peak_3d_10rm,beta,None,Ensemble (Majority Vote),0.78,0.7028,0.8,0.7286
F_de_3d_8rm,beta,None,Logistic Regression,0.5733,0.5584,0.8,0.7286
F_median_3d19,alpha,norm3,Ensemble (Majority Vote),0.9067,0.7411,0.8,0.7286
F_de_3d_Cz,beta,None,Ensemble (Majority Vote),0.7133,0.6184,0.7,0.7286
F_peak_3d_F4,beta,None,Logistic Regression,0.5,0.5133,0.8,0.7286
F_de_3d_3area,alpha,None,Linear SVM,0.5467,0.54,0.9,0.7286
F_mean_3d_1area,alpha,None,Linear SVM,0.5,0.5211,0.8,0.7286
F_peak_3d19,alpha,norm3,Linear SVM,0.78,0.6611,0.9,0.7286
F_median_3d_C3,beta,None,Logistic Regression,0.5067,0.5092,0.8,0.7286
F_mean_3d_Fz,alpha,None,Logistic Regression,0.54,0.5209,0.8,0.7143
F_peak_3d_Fp1,beta,None,Ensemble (Majority Vote),0.6667,0.6209,0.8,0.7143
F_median_3d19,all,norm2,Random Forest,0.8933,0.7382,0.9,0.7143
F_median_3d19,alpha,norm3,XGBoost,0.88,0.7637,0.9,0.7143
F_peak_3d_Fz,gamma,None,Logistic Regression,0.5067,0.5163,0.7,0.7143
F_peak_3d_F7,gamma,None,Logistic Regression,0.52,0.5257,0.8,0.7143
F_peak_3d_Fz,gamma,None,Linear SVM,0.5,0.5152,0.7,0.7143
F_peak_3d_F7,gamma,None,Linear SVM,0.52,0.5269,0.8,0.7143
F_mean_3d_1area,alpha,None,Logistic Regression,0.5,0.5223,0.8,0.7143
F_mean_3d_Fp2,alpha,None,Linear SVM,0.5467,0.5283,0.8,0.7143
F_median_3d_10rm,theta,None,KNN,0.9867,0.7821,0.8,0.7143
F_peak_3d19,alpha,norm3,Ensemble (Majority Vote),0.9333,0.7699,0.8,0.7143
F_de_3d19,alpha,norm3,Ensemble (Majority Vote),0.92,0.7582,0.9,0.7143
F_peak_3d_T8,gamma,None,Linear SVM,0.5067,0.5209,0.8,0.7143
F_mean_3d19,beta,norm3,Random Forest,0.9133,0.7051,0.8,0.7143
F_peak_3d_1area,alpha,None,Logistic Regression,0.5267,0.5271,0.8,0.7143
F_median_3d_F7,theta,None,Ensemble (Majority Vote),0.7333,0.6223,0.7,0.7143
F_peak_3d_8rm,beta,norm3,Ensemble (Majority Vote),0.7867,0.6814,0.8,0.7143
F_mean_3d_F3,theta,None,Random Forest,0.6667,0.6009,0.8,0.7143
F_peak_3d_1area,alpha,None,Linear SVM,0.5333,0.5276,0.8,0.7143
F_median_3d_C3,beta,None,Linear SVM,0.5067,0.5092,0.8,0.7143
F_median_3d_8rm,theta,None,Ensemble (Majority Vote),0.7667,0.683,0.7,0.7143
F_de_3d_1area,alpha,None,Linear SVM,0.4933,0.5218,0.8,0.7143
F_de_3d_1area,alpha,None,Logistic Regression,0.4933,0.5225,0.8,0.7143
F_mean_3d_8rm,alpha,norm3,Random Forest,0.8067,0.6628,0.9,0.7143
F_peak_3d_10rm,beta,None,Linear SVM,0.6667,0.6099,0.8,0.7143
F_peak_3d_F7,beta,None,Logistic Regression,0.54,0.5143,0.8,0.7
F_mean_3d_F7,theta,None,Random Forest,0.6533,0.6,0.8,0.7
F_peak_3d_1area,gamma,None,Logistic Regression,0.4867,0.5271,0.8,0.7
F_mean_3d_F4,alpha,None,Ensemble (Majority Vote),0.7467,0.6202,0.8,0.7
F_de_3d_F3,beta,None,Linear SVM,0.5,0.5106,0.8,0.7
F_peak_3d_F7,beta,None,Linear SVM,0.5333,0.5131,0.8,0.7
F_peak_3d_F4,beta,None,Linear SVM,0.4933,0.5108,0.8,0.7
F_de_3d_Fp1,alpha,None,Linear SVM,0.4733,0.5216,0.8,0.7
F_mean_3d_C3,theta,None,XGBoost,0.7,0.5841,0.8,0.7
F_rasm_3d,delta,None,Random Forest,0.8,0.671,0.8,0.7
F_peak_3d_10rm,beta,None,XGBoost,0.8467,0.7347,0.8,0.7
F_median_3d_3area,alpha,None,XGBoost,0.7467,0.6313,0.7,0.7
F_dasm_3d,beta,None,XGBoost,0.8667,0.7055,0.8,0.7
F_mean_3d_Fp2,all,norm3,Random Forest,0.7667,0.6434,0.7,0.7
F_peak_3d_8rm,beta,None,Ensemble (Majority Vote),0.7333,0.6906,0.8,0.7
F_de_3d_Fp1,alpha,None,Logistic Regression,0.48,0.5228,0.8,0.7
F_de_3d_Fp2,alpha,None,Linear SVM,0.52,0.5301,0.8,0.7
F_peak_3d_3area,alpha,None,Linear SVM,0.5667,0.546,0.8,0.6857
F_peak_3d_C3,theta,None,Logistic Regression,0.5333,0.531,0.7,0.6857
F_de_3d_F7,alpha,None,Linear SVM,0.5267,0.5129,0.8,0.6857
F_de_3d_F7,alpha,None,Logistic Regression,0.5333,0.5129,0.8,0.6857
F_mean_3d19,beta,norm3,XGBoost,0.98,0.794,0.8,0.6857
F_de_3d_Fp2,all,None,Linear SVM,0.6333,0.5805,0.7,0.6857
F_mean_3d19,gamma,norm2,Random Forest,0.8867,0.6913,0.8,0.6857
F_de_3d_F7,theta,None,Ensemble (Majority Vote),0.7,0.6062,0.8,0.6857
F_mean_3d_Fp1,alpha,None,Linear SVM,0.5533,0.5283,0.8,0.6857
F_peak_3d_F3,beta,None,Linear SVM,0.5267,0.5225,0.8,0.6857
F_dasm_3d19,beta,norm3,Random Forest,0.8133,0.7159,0.7,0.6857
F_mean_3d_F8,theta,None,Random Forest,0.68,0.5956,0.7,0.6857
F_peak_3d_3area,beta,norm3,Logistic Regression,0.5467,0.5476,0.6,0.6857
F_peak_3d19,alpha,norm3,Logistic Regression,0.7133,0.6522,0.7,0.6857
F_mean_3d_F7,alpha,None,Logistic Regression,0.5333,0.514,0.7,0.6857
F_de_3d_10rm,beta,None,XGBoost,0.8267,0.7193,0.8,0.6857
F_mean_3d_F7,alpha,None,Linear SVM,0.5333,0.5136,0.7,0.6857
F_peak_3d_Fp2,gamma,None,Random Forest,0.7,0.6037,0.7,0.6857
F_mean_3d_8rm,alpha,None,Logistic Regression,0.5867,0.5651,0.8,0.6857
F_de_3d_3area,all,norm2,XGBoost,0.96,0.7241,0.9,0.6857
F_rasm_3d_8rm,gamma,norm3,XGBoost,0.8867,0.7297,0.8,0.6857
F_peak_3d19,all,None,KNN,0.9933,0.8786,0.7,0.6857
F_mean_3d_C3,theta,None,Random Forest,0.6467,0.5878,0.8,0.6857
F_peak_3d_Fp2,alpha,None,Logistic Regression,0.5467,0.5368,0.7,0.6857
F_de_3d_10rm,beta,None,Ensemble (Majority Vote),0.8067,0.6897,0.7,0.6857
F_de_3d19,theta,norm3,Random Forest,0.8667,0.6933,0.8,0.6857
F_peak_3d19,beta,None,XGBoost,0.9,0.7832,0.8,0.6857
F_de_3d19,alpha,norm3,Random Forest,0.8733,0.709,0.8,0.6857
F_median_3d_C4,all,norm3,Linear SVM,0.64,0.5837,0.7,0.6857
F_peak_3d_T8,gamma,None,Logistic Regression,0.5133,0.5218,0.7,0.6857
F_dasm_3d_10rm,beta,None,Linear SVM,0.6,0.5577,0.7,0.6857
F_mean_3d_Fp2,alpha,None,Logistic Regression,0.52,0.5278,0.8,0.6857
F_peak_3d_Fp2,alpha,None,Linear SVM,0.5467,0.5368,0.7,0.6857
F_de_3d_F3,beta,None,Logistic Regression,0.5,0.5115,0.8,0.6857
F_mean_3d_10rm,alpha,norm3,Random Forest,0.7867,0.6616,0.9,0.6857
F_peak_3d_1area,alpha,None,Ensemble (Majority Vote),0.7333,0.6363,0.8,0.6857
F_mean_3d_Cz,theta,None,Linear SVM,0.54,0.5276,0.7,0.6857
F_mean_3d_Cz,theta,None,Logistic Regression,0.54,0.5269,0.7,0.6857
F_mean_3d_10rm,theta,None,Random Forest,0.7467,0.6616,0.7,0.6857
F_peak_3d_F8,gamma,None,Logistic Regression,0.4933,0.5133,0.7,0.6857
F_peak_3d_F8,gamma,None,Linear SVM,0.4933,0.514,0.7,0.6857
F_de_3d_8rm,beta,None,Linear SVM,0.6067,0.5683,0.8,0.6857
F_median_3d_10rm,theta,None,Ensemble (Majority Vote),0.8067,0.7062,0.8,0.6857
F_median_3d_T7,theta,None,Ensemble (Majority Vote),0.68,0.612,0.8,0.6714
F_mean_3d_C3,alpha,None,Logistic Regression,0.5267,0.5182,0.8,0.6714
F_mean_3d_C3,alpha,None,Linear SVM,0.54,0.5179,0.8,0.6714
F_peak_3d_2area,beta,None,XGBoost,0.6533,0.614,0.7,0.6714
F_mean_3d_2area,alpha,None,Logistic Regression,0.56,0.5366,0.8,0.6714
F_mean_3d_F4,alpha,None,Logistic Regression,0.4933,0.514,0.7,0.6714
F_peak_3d_8rm,beta,None,Random Forest,0.7067,0.6591,0.7,0.6714
F_mean_3d_8rm,alpha,norm3,XGBoost,0.8067,0.6834,0.9,0.6714
F_mean_3d_F8,theta,None,KNN,0.98,0.7064,0.7,0.6714
F_mean_3d_Fp1,alpha,None,Logistic Regression,0.56,0.528,0.8,0.6714
F_dasm_3d_10rm,alpha,norm3,Random Forest,0.7533,0.6522,0.8,0.6714
F_mean_3d19,all,norm2,Ensemble (Majority Vote),0.9067,0.7929,0.9,0.6714
F_mean_3d_Fp1,alpha,None,Ensemble (Majority Vote),0.72,0.6182,0.8,0.6714
F_median_3d_F7,beta,norm2,Random Forest,0.8,0.5837,0.9,0.6714
F_de_3d_T8,beta,None,Logistic Regression,0.52,0.5156,0.7,0.6714
F_median_3d19,theta,norm3,Random Forest,0.9333,0.7032,0.7,0.6714
F_rasm_3d19,gamma,norm2,Random Forest,0.9133,0.7418,0.8,0.6714
F_de_3d_F4,alpha,None,Logistic Regression,0.5,0.5115,0.8,0.6714
F_de_3d_10rm,beta,None,Linear SVM,0.66,0.589,0.8,0.6714
F_median_3d_8rm,alpha,norm3,Ensemble (Majority Vote),0.8267,0.686,0.7,0.6714
F_median_3d19,alpha,norm3,Random Forest,0.9,0.7064,0.9,0.6714
F_median_3d_Cz,alpha,norm2,Ensemble (Majority Vote),0.76,0.6198,0.9,0.6714
F_peak_3d_F7,alpha,None,Linear SVM,0.5267,0.5191,0.7,0.6714
F_peak_3d_F7,alpha,None,Logistic Regression,0.52,0.5189,0.7,0.6714
F_de_3d_Cz,theta,None,Logistic Regression,0.5533,0.5331,0.8,0.6714
F_de_3d_F7,theta,None,Linear SVM,0.6,0.543,0.7,0.6714
F_de_3d_T8,beta,None,Linear SVM,0.52,0.5145,0.7,0.6714
F_median_3d_1area,beta,None,KNN,0.94,0.697,0.9,0.6714
F_median_3d_3area,theta,None,Linear SVM,0.62,0.5549,0.8,0.6714
F_median_3d_Cz,alpha,norm3,Ensemble (Majority Vote),0.76,0.6198,0.9,0.6714
F_peak_3d_Fp2,beta,None,Logistic Regression,0.5667,0.5299,0.8,0.6714
F_peak_3d_Fp2,beta,None,Linear SVM,0.5467,0.5283,0.7,0.6714
F_peak_3d_Fp1,beta,None,Linear SVM,0.5667,0.5469,0.6,0.6714
F_peak_3d_Fp1,beta,None,Logistic Regression,0.5533,0.543,0.6,0.6714
F_rasm_3d19,gamma,norm2,XGBoost,0.9533,0.8239,0.9,0.6714
F_median_3d_8rm,alpha,norm3,Random Forest,0.7733,0.6605,0.7,0.6714
F_median_3d_C3,theta,None,Linear SVM,0.5333,0.5317,0.8,0.6714
F_mean_3d_T8,beta,None,Logistic Regression,0.5267,0.5205,0.8,0.6714
F_peak_3d_C4,beta,None,Linear SVM,0.5467,0.5343,0.8,0.6714
F_peak_3d_C4,beta,None,Logistic Regression,0.5333,0.532,0.8,0.6714
F_de_3d_Fp2,alpha,None,Logistic Regression,0.5333,0.5294,0.7,0.6714
F_dasm_3d19,alpha,None,XGBoost,0.9533,0.7943,0.7,0.6714
F_median_3d_C4,alpha,None,KNN,0.98,0.6846,0.8,0.6714
F_de_3d_Fp1,alpha,None,Ensemble (Majority Vote),0.7467,0.6384,0.7,0.6714
F_median_3d_C4,all,norm3,Logistic Regression,0.6533,0.5853,0.7,0.6714
F_peak_3d19,alpha,norm3,Random Forest,0.8733,0.7064,0.8,0.6714
F_de_3d_F8,theta,norm2,Random Forest,0.7267,0.5876,0.7,0.6714
F_de_3d_F8,theta,norm3,Random Forest,0.7267,0.5876,0.7,0.6714
F_median_3d_C3,theta,None,Logistic Regression,0.5533,0.5322,0.8,0.6714
F_median_3d_F7,theta,None,KNN,0.98,0.6982,0.8,0.6714
F_median_3d_F7,beta,norm3,Random Forest,0.8,0.5837,0.9,0.6714
F_peak_3d_F3,beta,None,Logistic Regression,0.5067,0.5207,0.7,0.6714
F_median_3d,alpha,None,XGBoost,0.9267,0.737,0.7,0.6714
F_rasm_3d_8rm,beta,norm3,KNN,0.9867,0.7549,0.7,0.6714
F_mean_3d_C4,alpha,None,Linear SVM,0.54,0.5278,0.7,0.6714
F_mean_3d_C4,alpha,None,Logistic Regression,0.5467,0.528,0.7,0.6714
F_median_3d_1area,beta,None,Ensemble (Majority Vote),0.7267,0.617,0.8,0.6714
F_dasm_3d,beta,None,Random Forest,0.7533,0.6697,0.8,0.6714
F_median_3d_Cz,theta,None,Ensemble (Majority Vote),0.7333,0.6264,0.7,0.6714
F_median_3d_F4,beta,None,Ensemble (Majority Vote),0.72,0.6175,0.8,0.6714
F_peak_3d_2area,gamma,None,Linear SVM,0.54,0.5451,0.7,0.6714
F_peak_3d_C3,theta,None,Linear SVM,0.5267,0.5297,0.7,0.6714
F_mean_3d_8rm,alpha,None,Linear SVM,0.6133,0.5752,0.8,0.6571
F_de_3d19,alpha,norm3,Logistic Regression,0.7467,0.6568,0.8,0.6571
F_peak_3d_Fz,beta,None,Logistic Regression,0.5133,0.5085,0.9,0.6571
F_peak_3d_T7,gamma,None,Ensemble (Majority Vote),0.7267,0.6338,0.7,0.6571
F_de_3d_3area,theta,None,Linear SVM,0.5933,0.5529,0.7,0.6571
F_de_3d_8rm,alpha,None,Logistic Regression,0.6,0.5699,0.8,0.6571
F_de_3d_Cz,theta,None,Linear SVM,0.5533,0.5345,0.8,0.6571
F_peak_3d_10rm,beta,norm3,Logistic Regression,0.6533,0.5977,0.7,0.6571
F_peak_3d_2area,gamma,None,Logistic Regression,0.5333,0.5409,0.7,0.6571
F_de_3d_Fp2,all,norm3,XGBoost,0.8533,0.6855,0.7,0.6571
F_dasm_3d_3area,all,None,Random Forest,0.76,0.6756,0.8,0.6571
F_peak_3d_F3,alpha,None,Linear SVM,0.5267,0.5221,0.6,0.6571
F_peak_3d_F3,alpha,None,Logistic Regression,0.5267,0.5225,0.6,0.6571
F_peak_3d_3area,beta,None,Ensemble (Majority Vote),0.7067,0.6497,0.6,0.6571
F_peak_3d_3area,alpha,None,Ensemble (Majority Vote),0.7467,0.6579,0.7,0.6571
F_mean_3d_10rm,alpha,None,Linear SVM,0.62,0.5857,0.8,0.6571
F_mean_3d_10rm,alpha,None,Logistic Regression,0.5867,0.5766,0.8,0.6571
F_de_3d_F4,alpha,None,Linear SVM,0.48,0.5115,0.8,0.6571
F_peak_3d_F7,alpha,None,Ensemble (Majority Vote),0.7267,0.6407,0.7,0.6571
F_peak_3d_10rm,gamma,None,Random Forest,0.78,0.669,0.8,0.6571
F_rasm_3d_10rm,gamma,norm3,Random Forest,0.8067,0.7009,0.7,0.6571
F_de_3d_Cz,beta,None,Random Forest,0.62,0.5837,0.7,0.6571
F_de_3d_C4,theta,norm3,Random Forest,0.7733,0.5869,0.9,0.6571
F_de_3d_C4,theta,norm2,Random Forest,0.7733,0.5869,0.9,0.6571
F_de_3d_C4,beta,None,Logistic Regression,0.54,0.5294,0.7,0.6571
F_de_3d_C3,gamma,None,KNN,0.9533,0.6995,0.9,0.6571
F_peak_3d_Fp1,alpha,None,Linear SVM,0.5267,0.5221,0.7,0.6571
F_peak_3d_Fp1,alpha,None,Logistic Regression,0.5267,0.5218,0.7,0.6571
F_dasm_3d_10rm,beta,norm3,Linear SVM,0.58,0.5745,0.6,0.6571
F_peak_3d_3area,beta,None,Logistic Regression,0.5533,0.5497,0.8,0.6571
F_mean_3d_3area,alpha,None,Logistic Regression,0.5467,0.5308,0.7,0.6571
F_rasm_3d_8rm,beta,norm3,Logistic Regression,0.5867,0.526,0.7,0.6571
F_median_3d_C4,alpha,None,Ensemble (Majority Vote),0.6933,0.608,0.8,0.6571
F_median_3d_C4,all,None,Logistic Regression,0.6133,0.5731,0.8,0.6571
F_median_3d_C4,all,None,Linear SVM,0.6333,0.5802,0.7,0.6571
F_mean_3d_Cz,beta,None,Linear SVM,0.4933,0.5136,0.7,0.6571
F_mean_3d_Cz,beta,None,Logistic Regression,0.4867,0.5138,0.7,0.6571
F_peak_3d,beta,None,Linear SVM,0.7133,0.631,0.8,0.6571
F_median_3d_Fp2,all,norm3,Logistic Regression,0.6,0.5713,0.7,0.6571
F_median_3d_T8,beta,None,Random Forest,0.5933,0.5828,0.8,0.6571
F_median_3d_Fp2,alpha,None,Linear SVM,0.5267,0.5269,0.7,0.6571
F_mean_3d_F4,alpha,None,Linear SVM,0.4933,0.5126,0.7,0.6571
F_median_3d_Fp2,alpha,None,XGBoost,0.6067,0.5802,0.8,0.6571
F_median_3d_T7,theta,None,Logistic Regression,0.5267,0.5237,0.8,0.6571
F_median_3d_T7,theta,None,Linear SVM,0.5267,0.5234,0.8,0.6571
F_median_3d_Cz,beta,None,Logistic Regression,0.4333,0.5046,0.7,0.6571
F_median_3d_Cz,beta,None,Linear SVM,0.4467,0.5034,0.7,0.6571
F_mean_3d_F8,theta,None,XGBoost,0.6933,0.5993,0.7,0.6571
F_rasm_3d_8rm,beta,norm3,Linear SVM,0.5867,0.5271,0.7,0.6571
F_mean_3d_F7,gamma,norm2,Random Forest,0.7667,0.5894,0.8,0.6571
F_mean_3d_F7,gamma,norm3,Random Forest,0.7667,0.5894,0.8,0.6571
F_mean_3d_F7,theta,None,Ensemble (Majority Vote),0.7267,0.6287,0.7,0.6571
F_median_3d_C4,all,None,Random Forest,0.72,0.6554,0.7,0.6571
F_mean_3d_F7,theta,None,XGBoost,0.6867,0.5913,0.7,0.6571
F_mean_3d_C4,all,norm2,Ensemble (Majority Vote),0.8333,0.671,0.8,0.6571
F_peak_3d,gamma,None,Random Forest,0.7933,0.6738,0.8,0.6571
F_mean_3d_C4,all,norm2,Random Forest,0.9067,0.671,0.8,0.6571
F_median_3d_10rm,alpha,norm3,XGBoost,0.8267,0.7039,0.7,0.6571
F_rasm_3d_8rm,alpha,norm3,KNN,0.96,0.7524,0.9,0.6571
F_median_3d,theta,norm3,Random Forest,0.8333,0.6752,0.6,0.6571
F_median_3d_10rm,beta,norm2,Random Forest,0.8533,0.6568,0.7,0.6571
F_rasm_3d_8rm,beta,norm2,KNN,0.9867,0.7522,0.8,0.6571
F_median_3d_10rm,alpha,norm3,KNN,0.98,0.7538,0.7,0.6571
F_median_3d_1area,all,norm2,Random Forest,0.9333,0.6729,0.9,0.6571
F_peak_3d19,alpha,None,Linear SVM,0.7533,0.6538,0.7,0.6571
F_peak_3d_3area,beta,norm3,Ensemble (Majority Vote),0.6933,0.6402,0.7,0.6429
F_rasm_3d_8rm,beta,norm3,Ensemble (Majority Vote),0.84,0.6943,0.7,0.6429
F_de_3d_T8,alpha,norm2,KNN,0.9867,0.6867,0.8,0.6429
F_de_3d_T8,alpha,norm3,KNN,0.9867,0.6867,0.8,0.6429
F_de_3d_8rm,alpha,None,Linear SVM,0.6267,0.5841,0.8,0.6429
F_median_3d19,beta,norm3,Random Forest,0.88,0.7034,0.8,0.6429
F_median_3d_Fp2,alpha,None,Logistic Regression,0.5267,0.5274,0.7,0.6429
F_median_3d_F4,beta,None,XGBoost,0.6,0.5722,0.8,0.6429
F_peak_3d_C3,beta,None,Linear SVM,0.5,0.5159,0.7,0.6429
F_peak_3d_8rm,gamma,None,Random Forest,0.7533,0.6602,0.8,0.6429
F_dasm_3d_8rm,beta,None,Logistic Regression,0.5933,0.5561,0.7,0.6429
F_mean_3d,alpha,None,Random Forest,0.72,0.6609,0.6,0.6429
F_rasm_3d_8rm,beta,norm2,Ensemble (Majority Vote),0.8533,0.7145,0.6,0.6429
F_mean_3d_Fp2,all,norm3,XGBoost,0.8533,0.6761,0.7,0.6429
F_de_3d_3area,all,norm3,XGBoost,0.9467,0.7775,0.9,0.6429
F_peak_3d_F4,alpha,None,Linear SVM,0.5133,0.5152,0.7,0.6429
F_de_3d_T7,theta,None,Linear SVM,0.54,0.5244,0.6,0.6429
F_median_3d_3area,alpha,None,Ensemble (Majority Vote),0.7867,0.6522,0.6,0.6429
F_median_3d_3area,theta,norm2,Ensemble (Majority Vote),0.7067,0.6329,0.5,0.6429
F_peak_3d_F4,beta,None,Ensemble (Majority Vote),0.68,0.6211,0.8,0.6429
F_dasm_3d_8rm,beta,norm3,Linear SVM,0.6133,0.5554,0.8,0.6429
F_dasm_3d_8rm,beta,norm3,Logistic Regression,0.6067,0.5538,0.8,0.6429
F_rasm_3d_8rm,beta,norm2,XGBoost,0.9,0.7067,0.7,0.6429
F_de_3d_T7,theta,None,Logistic Regression,0.54,0.5241,0.6,0.6429
F_de_3d_C4,theta,norm3,Ensemble (Majority Vote),0.6933,0.6087,0.8,0.6429
F_median_3d_2area,beta,norm3,Random Forest,0.7333,0.5995,0.7,0.6429
F_median_3d_1area,beta,norm3,Random Forest,0.7133,0.583,0.8,0.6429
F_rasm_3d19,beta,norm3,Random Forest,0.8067,0.7439,0.7,0.6429
F_median_3d_1area,beta,None,XGBoost,0.6533,0.5908,0.7,0.6429
F_de_3d_C4,beta,None,Linear SVM,0.5333,0.528,0.7,0.6429
F_de_3d_C4,beta,None,Ensemble (Majority Vote),0.7,0.6115,0.7,0.6429
F_de_3d_Fp1,all,norm2,Random Forest,0.8867,0.6623,0.7,0.6429
F_median_3d_10rm,theta,None,XGBoost,0.86,0.7218,0.6,0.6429
F_de_3d_F7,theta,None,XGBoost,0.72,0.588,0.6,0.6429
F_peak_3d_F8,gamma,None,KNN,0.98,0.6977,0.8,0.6429
F_peak_3d19,alpha,norm3,XGBoost,0.9067,0.7864,0.6,0.6429
F_de_3d_Fp1,beta,None,Linear SVM,0.5933,0.543,0.7,0.6429
F_de_3d_Fp1,beta,None,Logistic Regression,0.6,0.5432,0.7,0.6429
F_median_3d_1area,beta,norm2,Random Forest,0.7133,0.583,0.8,0.6429
F_de_3d_F7,theta,None,Logistic Regression,0.6,0.5437,0.7,0.6429
F_peak_3d_C3,theta,None,Ensemble (Majority Vote),0.7867,0.6333,0.6,0.6429
F_peak_3d_Cz,beta,None,Linear SVM,0.5267,0.5338,0.6,0.6429
F_de_3d_Fp2,all,norm3,Ensemble (Majority Vote),0.78,0.6722,0.5,0.6429
F_rasm_3d_10rm,beta,norm3,Linear SVM,0.5733,0.5193,0.7,0.6429
F_de_3d_Fp2,all,norm3,Linear SVM,0.6133,0.5628,0.6,0.6429
F_de_3d_Fp2,all,norm3,Logistic Regression,0.6067,0.5628,0.6,0.6429
F_de_3d_C3,delta,None,XGBoost,0.68,0.5945,0.7,0.6429
F_median_3d_Fp1,beta,None,Random Forest,0.6533,0.6011,0.7,0.6429
F_de_3d_Fp2,theta,norm2,KNN,0.98,0.6857,0.8,0.6429
F_de_3d_Fp2,theta,norm3,KNN,0.98,0.6857,0.8,0.6429
F_median_3d_Fp2,all,norm3,Linear SVM,0.6,0.5724,0.7,0.6429
F_de_3d_C3,all,None,Random Forest,0.7467,0.6634,0.7,0.6429
F_de_3d_C4,theta,norm2,Ensemble (Majority Vote),0.6933,0.6087,0.8,0.6429
F_de_3d_Fp2,all,norm3,KNN,0.9733,0.7361,0.6,0.6429
F_rasm_3d,gamma,norm3,Linear SVM,0.54,0.5333,0.7,0.6429
F_de_3d_10rm,alpha,None,Logistic Regression,0.62,0.5784,0.7,0.6429
F_median_3d_T8,beta,norm3,Random Forest,0.7,0.5816,0.8,0.6429
F_peak_3d19,gamma,norm3,Logistic Regression,0.7,0.6389,0.6,0.6429
F_peak_3d19,gamma,norm3,XGBoost,0.98,0.7993,0.7,0.6429
F_mean_3d_8rm,alpha,norm3,Logistic Regression,0.6133,0.5782,0.7,0.6429
F_mean_3d_1area,beta,None,KNN,0.9333,0.6952,0.7,0.6429
F_rasm_3d,gamma,norm3,Logistic Regression,0.56,0.534,0.7,0.6429
F_median_3d_8rm,beta,norm2,XGBoost,0.7733,0.6271,0.7,0.6429
F_de_3d19,alpha,norm3,XGBoost,0.9067,0.7715,0.9,0.6429
