특징,밴드,정규화,모델,학습 정확도 (Trial),학습 정확도 (Epoch),테스트 정확도 (Trial),테스트 정확도 (Epoch)
F_peak_3d_10rm,beta,norm3,Linear SVM,0.7067,0.6568,0.8,0.7143
F_median_3d_T7,all,norm3,XGBoost,0.82,0.7005,0.7,0.7143
F_peak_3d_3area,beta,norm3,Logistic Regression,0.58,0.571,0.9,0.7143
F_peak_3d_8rm,all,norm3,Ensemble (Majority Vote),0.9867,0.9186,0.8,0.7143
F_mean_3d_Fz,all,None,Ensemble (Majority Vote),0.84,0.6924,0.7,0.7143
F_peak_3d_10rm,alpha,norm3,Random Forest,0.8133,0.723,0.8,0.7
F_peak_3d_10rm,all,None,Logistic Regression,0.9733,0.832,0.8,0.7
F_median_3d_Fz,all,None,Linear SVM,0.5933,0.5697,0.8,0.7
F_median_3d_Fz,all,None,Ensemble (Majority Vote),0.7867,0.6805,0.9,0.7
F_rasm_3d,all,norm3,Random Forest,0.8733,0.7869,0.8,0.7
F_mean_3d_10rm,all,norm3,XGBoost,1.0,0.9805,0.7,0.7
F_peak_3d_10rm,beta,None,Logistic Regression,0.7333,0.6685,0.7,0.7
F_mean_3d19,all,norm3,Logistic Regression,0.9867,0.8609,0.8,0.7
F_mean_3d_Fz,all,None,Linear SVM,0.6,0.5763,0.7,0.7
F_mean_3d,gamma,norm3,Random Forest,0.8467,0.7152,0.8,0.7
F_peak_3d_10rm,all,None,Ensemble (Majority Vote),1.0,0.9354,0.7,0.7
F_mean_3d_8rm,alpha,None,KNN,0.9667,0.7646,0.8,0.7
F_mean_3d19,all,None,Linear SVM,0.9933,0.8625,0.8,0.7
F_dasm_3d19,theta,norm3,Ensemble (Majority Vote),0.82,0.7034,0.8,0.7
F_median_3d_8rm,alpha,norm3,XGBoost,0.9333,0.7425,0.7,0.7
F_mean_3d,all,norm3,Linear SVM,0.9867,0.8159,0.8,0.7
F_mean_3d,beta,norm3,Random Forest,0.86,0.737,0.9,0.7
F_mean_3d,gamma,norm3,XGBoost,0.9733,0.7986,1.0,0.7
F_median_3d,alpha,None,XGBoost,0.9733,0.817,0.8,0.7
F_peak_3d_F8,gamma,None,XGBoost,0.6067,0.5749,0.7,0.7
F_median_3d,alpha,norm3,Linear SVM,0.76,0.6554,0.7,0.7
F_median_3d,alpha,norm3,Logistic Regression,0.76,0.654,0.7,0.7
F_peak_3d_10rm,all,norm3,Random Forest,0.9333,0.863,0.8,0.7
F_median_3d_8rm,alpha,None,Linear SVM,0.7067,0.6299,0.8,0.7
F_peak_3d_F7,all,norm3,Linear SVM,0.6467,0.5984,0.6,0.7
F_peak_3d19,beta,norm3,Random Forest,0.88,0.7802,0.9,0.7
F_peak_3d_F7,all,norm3,Logistic Regression,0.6333,0.5975,0.6,0.7
F_peak_3d_10rm,beta,norm3,Ensemble (Majority Vote),0.84,0.7506,0.8,0.7
F_mean_3d_T7,all,norm3,Random Forest,0.76,0.6779,0.8,0.7
F_dasm_3d,gamma,None,Random Forest,0.7733,0.6743,0.9,0.7
F_dasm_3d,gamma,None,XGBoost,0.88,0.7078,0.8,0.7
F_peak_3d_Fz,all,norm3,Random Forest,0.7533,0.6644,0.8,0.7
F_peak_3d_8rm,all,norm3,XGBoost,1.0,0.983,0.7,0.7
F_peak_3d,beta,norm3,Ensemble (Majority Vote),0.8867,0.7798,0.8,0.7
F_peak_3d_8rm,alpha,norm3,Logistic Regression,0.66,0.6172,0.7,0.7
F_peak_3d,gamma,norm3,Random Forest,0.86,0.7441,0.8,0.7
F_median_3d_10rm,alpha,None,XGBoost,0.96,0.788,0.6,0.7
F_peak_3d_8rm,alpha,norm3,Linear SVM,0.6533,0.6166,0.7,0.7
F_median_3d_T7,all,None,Random Forest,0.78,0.6669,0.9,0.7
F_median_3d_1area,beta,norm3,KNN,0.9867,0.6823,0.8,0.7
F_mean_3d_8rm,alpha,norm3,KNN,0.98,0.7517,0.6,0.7
F_peak_3d_8rm,theta,norm3,Ensemble (Majority Vote),0.8067,0.703,0.7,0.7
F_peak_3d,beta,norm3,Linear SVM,0.7733,0.671,0.8,0.7
F_median_3d_1area,beta,norm2,KNN,0.9867,0.6823,0.8,0.7
F_peak_3d,beta,norm3,Logistic Regression,0.7733,0.6703,0.8,0.7
F_mean_3d_8rm,delta,None,XGBoost,0.9,0.7646,0.7,0.6857
F_mean_3d,delta,norm3,Linear SVM,0.7133,0.6418,0.8,0.6857
F_peak_3d,alpha,norm3,Linear SVM,0.7333,0.6478,0.7,0.6857
F_mean_3d,delta,norm3,Logistic Regression,0.7267,0.6425,0.8,0.6857
F_peak_3d_10rm,all,norm3,Logistic Regression,0.9733,0.8386,0.7,0.6857
F_median_3d_10rm,alpha,None,Linear SVM,0.7333,0.6409,0.7,0.6857
F_peak_3d,gamma,norm3,Ensemble (Majority Vote),0.88,0.7669,0.7,0.6857
F_de_3d,all,norm3,Ensemble (Majority Vote),1.0,0.9455,0.7,0.6857
F_dasm_3d19,theta,norm3,XGBoost,0.9667,0.7655,0.9,0.6857
F_peak_3d,all,norm3,Random Forest,0.96,0.8814,0.8,0.6857
F_de_3d,all,None,Linear SVM,1.0,0.857,0.7,0.6857
F_de_3d19,beta,None,Logistic Regression,0.7667,0.6848,0.8,0.6857
F_mean_3d_3area,beta,None,KNN,0.9667,0.7366,0.8,0.6857
F_peak_3d_F7,all,norm3,Ensemble (Majority Vote),0.7867,0.6828,0.7,0.6857
F_peak_3d_8rm,all,None,Ensemble (Majority Vote),0.9933,0.9108,0.7,0.6857
F_peak_3d,beta,None,Logistic Regression,0.74,0.677,0.6,0.6857
F_de_3d,gamma,norm3,Logistic Regression,0.72,0.6414,0.7,0.6857
F_de_3d,gamma,norm3,Ensemble (Majority Vote),0.8733,0.7559,0.8,0.6857
F_peak_3d_8rm,all,norm3,Linear SVM,0.9733,0.8016,0.8,0.6857
F_mean_3d,all,norm3,XGBoost,1.0,0.9897,0.7,0.6857
F_peak_3d_8rm,beta,None,Linear SVM,0.72,0.6579,0.6,0.6857
F_peak_3d_8rm,beta,None,Random Forest,0.8267,0.7237,0.7,0.6857
F_median_3d_Fz,beta,None,XGBoost,0.6667,0.591,0.7,0.6857
F_mean_3d19,theta,norm3,XGBoost,0.9933,0.8676,0.7,0.6857
F_median_3d_Fz,all,norm3,Random Forest,0.7467,0.6563,0.6,0.6857
F_peak_3d,beta,None,Linear SVM,0.7467,0.6848,0.7,0.6857
F_de_3d,delta,norm3,Random Forest,0.8467,0.74,0.6,0.6857
F_median_3d_Fz,all,None,Random Forest,0.7667,0.6676,0.8,0.6857
F_median_3d_Fz,all,None,Logistic Regression,0.6067,0.5713,0.8,0.6857
F_peak_3d_10rm,beta,None,Linear SVM,0.7267,0.6674,0.7,0.6857
F_mean_3d,gamma,norm3,Linear SVM,0.7,0.6154,0.7,0.6857
F_dasm_3d_10rm,gamma,None,Linear SVM,0.58,0.5715,0.8,0.6857
F_mean_3d,beta,None,KNN,1.0,0.8607,0.9,0.6857
F_de_3d_10rm,beta,norm3,XGBoost,0.9533,0.7991,0.7,0.6857
F_de_3d_Fz,delta,None,XGBoost,0.6133,0.5885,0.8,0.6857
F_peak_3d_F3,all,norm3,Linear SVM,0.64,0.5945,0.8,0.6857
F_peak_3d_F3,all,norm3,Logistic Regression,0.64,0.5933,0.8,0.6857
F_de_3d_10rm,gamma,norm3,Ensemble (Majority Vote),0.86,0.7409,0.6,0.6857
F_de_3d_Fz,delta,None,Ensemble (Majority Vote),0.7067,0.623,0.9,0.6857
F_mean_3d_10rm,gamma,norm3,XGBoost,0.9467,0.7648,0.7,0.6857
F_mean_3d19,delta,norm3,Logistic Regression,0.8067,0.6754,0.9,0.6857
F_mean_3d,gamma,norm3,Ensemble (Majority Vote),0.8667,0.7257,0.7,0.6857
F_de_3d_Fz,delta,None,Random Forest,0.6733,0.5961,0.8,0.6857
F_median_3d19,all,None,Linear SVM,0.9933,0.8766,0.8,0.6857
F_mean_3d_8rm,theta,None,KNN,0.98,0.7687,0.8,0.6857
F_peak_3d_Fz,all,norm3,XGBoost,0.84,0.7048,0.7,0.6857
F_de_3d_8rm,all,None,Random Forest,0.92,0.8166,0.7,0.6857
F_de_3d_2area,beta,norm3,Logistic Regression,0.58,0.5425,0.8,0.6857
F_median_3d,alpha,None,Ensemble (Majority Vote),0.9067,0.7625,0.8,0.6857
F_median_3d,alpha,None,Random Forest,0.8733,0.728,0.8,0.6857
F_de_3d_8rm,theta,norm3,Ensemble (Majority Vote),0.8067,0.6922,0.8,0.6857
F_mean_3d_Fz,all,None,Logistic Regression,0.62,0.5726,0.6,0.6857
F_de_3d_2area,beta,norm3,Linear SVM,0.58,0.5414,0.8,0.6857
F_mean_3d,all,None,Linear SVM,0.9933,0.8154,0.6,0.6714
F_de_3d19,beta,norm3,Ensemble (Majority Vote),0.94,0.8124,0.6,0.6714
F_median_3d_8rm,beta,None,Random Forest,0.8267,0.7138,0.6,0.6714
F_median_3d_8rm,alpha,None,XGBoost,0.94,0.7605,0.7,0.6714
F_median_3d_8rm,alpha,None,Logistic Regression,0.7333,0.6313,0.7,0.6714
F_de_3d19,beta,norm3,Linear SVM,0.78,0.6828,0.6,0.6714
F_peak_3d_8rm,theta,norm3,XGBoost,0.92,0.7457,0.7,0.6714
F_de_3d19,beta,norm3,Logistic Regression,0.7667,0.6793,0.6,0.6714
F_de_3d,delta,None,KNN,1.0,0.8846,0.8,0.6714
F_dasm_3d_10rm,gamma,None,Logistic Regression,0.58,0.5678,0.8,0.6714
F_de_3d_T7,all,norm3,Logistic Regression,0.62,0.5855,0.7,0.6714
F_de_3d_F8,delta,None,Ensemble (Majority Vote),0.6733,0.6154,0.8,0.6714
F_median_3d_Fz,all,norm3,Ensemble (Majority Vote),0.7333,0.6536,0.7,0.6714
F_de_3d,all,None,Logistic Regression,0.9733,0.8297,0.7,0.6714
F_mean_3d_T7,theta,None,Ensemble (Majority Vote),0.7,0.5949,0.7,0.6714
F_dasm_3d19,theta,norm3,Logistic Regression,0.64,0.5926,0.8,0.6714
F_de_3d_F7,delta,None,KNN,0.9867,0.7083,0.9,0.6714
F_de_3d,all,None,Ensemble (Majority Vote),1.0,0.9366,0.7,0.6714
F_de_3d_T7,all,norm3,Linear SVM,0.62,0.5901,0.7,0.6714
F_peak_3d,beta,norm3,Random Forest,0.84,0.7536,0.7,0.6714
F_dasm_3d,gamma,None,Ensemble (Majority Vote),0.8267,0.6809,0.8,0.6714
F_de_3d_8rm,theta,norm3,Linear SVM,0.6667,0.6083,0.8,0.6714
F_peak_3d_3area,all,norm3,Logistic Regression,0.7467,0.6789,0.7,0.6714
F_mean_3d_10rm,beta,norm3,Random Forest,0.84,0.7189,0.6,0.6714
F_de_3d_8rm,theta,norm3,Logistic Regression,0.6733,0.6094,0.8,0.6714
F_peak_3d_3area,all,None,Logistic Regression,0.7733,0.6752,0.8,0.6714
F_peak_3d_F3,beta,None,Linear SVM,0.5933,0.5416,0.8,0.6714
F_dasm_3d19,all,norm3,KNN,1.0,0.9703,0.7,0.6714
F_de_3d_10rm,gamma,norm3,Linear SVM,0.7067,0.6172,0.6,0.6714
F_de_3d_10rm,gamma,norm3,Logistic Regression,0.6933,0.6156,0.6,0.6714
F_median_3d,alpha,norm3,Ensemble (Majority Vote),0.86,0.7471,0.6,0.6714
F_median_3d,all,norm3,Linear SVM,1.0,0.8331,0.7,0.6714
F_peak_3d_10rm,all,None,XGBoost,1.0,0.991,0.7,0.6714
F_de_3d_Fz,beta,None,XGBoost,0.6533,0.5961,0.7,0.6714
F_mean_3d_2area,beta,norm3,Ensemble (Majority Vote),0.7667,0.6303,0.7,0.6714
F_median_3d_Fp2,all,norm3,Random Forest,0.76,0.6708,0.8,0.6714
F_peak_3d_8rm,all,None,Random Forest,0.9533,0.8297,0.7,0.6714
F_median_3d_Fp2,all,norm3,XGBoost,0.8467,0.7046,0.8,0.6714
F_median_3d,all,norm3,Logistic Regression,0.9733,0.8322,0.8,0.6714
F_de_3d_F7,all,norm3,XGBoost,0.82,0.6913,0.8,0.6714
F_peak_3d,alpha,norm3,Ensemble (Majority Vote),0.8933,0.7623,0.8,0.6714
F_peak_3d_8rm,beta,None,Logistic Regression,0.72,0.6593,0.6,0.6714
F_median_3d_T7,all,norm3,KNN,0.98,0.7538,0.7,0.6714
F_mean_3d_T7,all,norm3,Logistic Regression,0.6267,0.5954,0.8,0.6714
F_de_3d_Fz,all,None,Ensemble (Majority Vote),0.7667,0.6995,0.8,0.6714
F_median_3d_T7,all,norm3,Linear SVM,0.66,0.6011,0.7,0.6714
F_de_3d_F3,alpha,None,Linear SVM,0.5533,0.5315,0.6,0.6714
F_peak_3d,alpha,norm3,Logistic Regression,0.7333,0.6485,0.7,0.6714
F_de_3d,all,norm3,Logistic Regression,0.9867,0.8469,0.7,0.6714
F_peak_3d_8rm,beta,norm3,Logistic Regression,0.6533,0.6285,0.7,0.6714
F_median_3d19,alpha,None,XGBoost,0.9933,0.8701,0.7,0.6714
F_median_3d_10rm,alpha,None,Random Forest,0.8333,0.7138,0.6,0.6714
F_de_3d_F8,delta,None,XGBoost,0.6,0.586,0.8,0.6714
F_peak_3d_Fz,all,None,Ensemble (Majority Vote),0.7867,0.7117,0.8,0.6714
F_median_3d_T7,all,norm3,Logistic Regression,0.6467,0.6016,0.7,0.6714
F_de_3d_Fp2,all,norm3,Linear SVM,0.64,0.5894,0.7,0.6714
F_peak_3d_8rm,alpha,norm3,Ensemble (Majority Vote),0.8333,0.7223,0.6,0.6714
F_mean_3d,gamma,norm3,Logistic Regression,0.7,0.6147,0.6,0.6714
F_peak_3d_8rm,all,norm3,Logistic Regression,0.9733,0.8014,0.7,0.6714
F_de_3d_8rm,theta,norm3,Random Forest,0.7933,0.6837,0.7,0.6714
F_de_3d,gamma,norm3,Linear SVM,0.72,0.6409,0.7,0.6714
F_mean_3d_Fp2,all,norm3,Logistic Regression,0.6067,0.5793,0.7,0.6714
F_de_3d_Fp2,all,norm3,Logistic Regression,0.6333,0.5933,0.7,0.6714
F_peak_3d,beta,None,Random Forest,0.8333,0.74,0.7,0.6714
F_peak_3d_8rm,all,None,XGBoost,1.0,0.9848,0.7,0.6714
F_de_3d19,beta,None,Ensemble (Majority Vote),0.92,0.82,0.8,0.6714
F_median_3d_Fz,all,norm3,XGBoost,0.88,0.6777,0.8,0.6714
F_peak_3d_Fp2,gamma,None,XGBoost,0.6267,0.5871,0.8,0.6714
F_peak_3d_10rm,all,norm3,Ensemble (Majority Vote),0.9933,0.9421,0.7,0.6714
F_peak_3d_8rm,beta,None,Ensemble (Majority Vote),0.8333,0.7414,0.6,0.6714
F_mean_3d19,gamma,norm3,Linear SVM,0.7933,0.6811,0.8,0.6714
F_mean_3d_3area,alpha,None,Random Forest,0.76,0.6425,0.7,0.6714
F_rasm_3d_8rm,delta,norm3,XGBoost,0.8533,0.7101,0.8,0.6714
F_peak_3d_Fp2,gamma,None,Random Forest,0.6467,0.5931,0.8,0.6714
F_mean_3d19,gamma,norm3,Logistic Regression,0.7733,0.6795,0.8,0.6714
F_de_3d_F8,all,None,KNN,0.9867,0.7568,0.8,0.6714
F_de_3d19,all,norm3,Linear SVM,1.0,0.9106,0.7,0.6714
F_peak_3d,gamma,norm3,Logistic Regression,0.76,0.6593,0.7,0.6714
F_peak_3d_8rm,delta,None,XGBoost,0.96,0.7966,0.7,0.6714
F_de_3d,beta,norm3,Random Forest,0.8533,0.748,0.6,0.6714
F_de_3d_T7,delta,None,Ensemble (Majority Vote),0.7533,0.6441,0.8,0.6714
F_de_3d_10rm,alpha,None,KNN,1.0,0.8368,0.9,0.6571
F_median_3d,all,None,Linear SVM,1.0,0.832,0.7,0.6571
F_mean_3d_T7,theta,None,XGBoost,0.6,0.5752,0.7,0.6571
F_dasm_3d_10rm,gamma,norm3,Random Forest,0.74,0.651,0.8,0.6571
F_de_3d_T7,delta,None,Random Forest,0.72,0.6074,0.7,0.6571
F_de_3d_3area,alpha,None,XGBoost,0.7867,0.6609,0.7,0.6571
F_median_3d_T7,all,norm3,Random Forest,0.7533,0.6766,0.8,0.6571
F_de_3d_T7,delta,None,XGBoost,0.6333,0.5975,0.7,0.6571
F_mean_3d_10rm,beta,None,Random Forest,0.8933,0.7313,0.6,0.6571
F_de_3d,beta,norm3,Logistic Regression,0.7733,0.663,0.8,0.6571
F_dasm_3d_3area,gamma,None,Linear SVM,0.5067,0.5251,0.7,0.6571
F_mean_3d_F3,beta,None,XGBoost,0.6667,0.5844,0.7,0.6571
F_de_3d_10rm,beta,norm3,Ensemble (Majority Vote),0.84,0.7411,0.7,0.6571
F_mean_3d_T7,all,norm3,Ensemble (Majority Vote),0.7933,0.6894,0.7,0.6571
F_de_3d_8rm,beta,norm3,Linear SVM,0.6667,0.6191,0.6,0.6571
F_de_3d_10rm,beta,norm3,Linear SVM,0.68,0.6386,0.7,0.6571
F_peak_3d,delta,None,KNN,1.0,0.9016,0.7,0.6571
F_dasm_3d_10rm,gamma,None,Random Forest,0.72,0.6515,0.7,0.6571
F_dasm_3d_3area,gamma,None,Logistic Regression,0.5067,0.5253,0.7,0.6571
F_mean_3d_T7,all,norm3,Linear SVM,0.64,0.5959,0.8,0.6571
F_median_3d_F8,gamma,None,KNN,0.9933,0.7071,0.8,0.6571
F_de_3d_8rm,beta,norm3,Ensemble (Majority Vote),0.7867,0.7159,0.6,0.6571
F_rasm_3d,delta,norm3,Random Forest,0.7533,0.703,0.8,0.6571
F_de_3d_8rm,alpha,None,XGBoost,0.9333,0.7628,0.6,0.6571
F_de_3d_10rm,all,None,Ensemble (Majority Vote),0.9933,0.9218,0.9,0.6571
F_de_3d19,theta,norm3,XGBoost,1.0,0.8823,0.5,0.6571
F_median_3d_T7,all,norm3,Ensemble (Majority Vote),0.78,0.6795,0.6,0.6571
F_peak_3d_10rm,all,norm3,KNN,1.0,0.9729,0.7,0.6571
F_rasm_3d,all,norm3,XGBoost,1.0,0.9432,0.7,0.6571
F_median_3d,all,None,KNN,1.0,0.9657,0.8,0.6571
F_peak_3d_8rm,beta,norm3,Linear SVM,0.66,0.6303,0.7,0.6571
F_de_3d_3area,delta,None,Logistic Regression,0.6067,0.5853,0.8,0.6571
F_peak_3d_8rm,alpha,norm3,Random Forest,0.8267,0.7115,0.6,0.6571
F_rasm_3d,gamma,norm3,Random Forest,0.8133,0.7046,0.7,0.6571
F_rasm_3d,gamma,None,XGBoost,0.92,0.6853,0.7,0.6571
F_mean_3d_F4,gamma,None,Random Forest,0.6933,0.5961,0.7,0.6571
F_peak_3d_8rm,delta,None,Ensemble (Majority Vote),0.86,0.7632,0.6,0.6571
F_de_3d,alpha,None,Random Forest,0.8133,0.717,0.7,0.6571
F_peak_3d,gamma,None,Ensemble (Majority Vote),0.94,0.8051,0.8,0.6571
F_de_3d_10rm,beta,norm3,Logistic Regression,0.6867,0.6363,0.7,0.6571
F_mean_3d19,delta,None,Linear SVM,0.84,0.6874,0.8,0.6571
F_mean_3d_2area,beta,norm3,Logistic Regression,0.5533,0.5278,0.7,0.6571
F_mean_3d,delta,norm3,Ensemble (Majority Vote),0.86,0.7595,0.6,0.6571
F_mean_3d_2area,beta,norm3,Random Forest,0.8,0.6276,0.8,0.6571
F_peak_3d_3area,all,None,Linear SVM,0.78,0.6986,0.7,0.6571
F_mean_3d,alpha,norm3,Ensemble (Majority Vote),0.8733,0.732,0.8,0.6571
F_median_3d_8rm,beta,norm3,XGBoost,0.94,0.7526,0.8,0.6571
F_median_3d_8rm,beta,norm3,Random Forest,0.8333,0.7122,0.7,0.6571
F_median_3d_8rm,beta,None,XGBoost,0.9267,0.7683,0.6,0.6571
F_dasm_3d19,theta,None,Random Forest,0.86,0.7106,0.7,0.6571
F_dasm_3d_8rm,all,norm3,Linear SVM,0.7933,0.6733,0.8,0.6571
F_peak_3d_F8,delta,None,Linear SVM,0.5867,0.5526,0.7,0.6571
F_peak_3d_T7,delta,None,Random Forest,0.7,0.6099,0.6,0.6571
F_peak_3d_F8,delta,None,Logistic Regression,0.5933,0.5515,0.7,0.6571
F_mean_3d_Fz,all,norm3,KNN,0.9933,0.7267,0.9,0.6571
F_median_3d,delta,norm3,Random Forest,0.84,0.7324,0.7,0.6571
F_de_3d,delta,norm3,XGBoost,0.98,0.8416,0.6,0.6571
F_mean_3d_Fz,all,None,Random Forest,0.7667,0.6733,0.7,0.6571
F_de_3d,all,None,KNN,1.0,0.9699,0.7,0.6571
F_de_3d_8rm,beta,norm3,Logistic Regression,0.66,0.6175,0.6,0.6571
F_dasm_3d_10rm,all,None,Random Forest,0.8933,0.7664,0.8,0.6571
F_median_3d_3area,delta,None,Logistic Regression,0.64,0.5731,0.7,0.6571
F_rasm_3d_10rm,delta,norm3,Random Forest,0.82,0.7039,0.8,0.6571
F_peak_3d_10rm,beta,norm3,Random Forest,0.8,0.7322,0.8,0.6571
F_dasm_3d19,theta,norm3,Linear SVM,0.6267,0.5922,0.8,0.6571
F_median_3d_3area,alpha,None,Random Forest,0.7,0.64,0.6,0.6571
F_mean_3d_2area,beta,norm3,Linear SVM,0.5533,0.5278,0.7,0.6571
F_median_3d_Cz,all,norm3,KNN,0.96,0.7333,0.7,0.6571
F_median_3d_2area,delta,norm2,XGBoost,0.7533,0.5926,0.9,0.6571
F_peak_3d_F3,beta,None,Logistic Regression,0.5933,0.5411,0.8,0.6571
F_peak_3d,beta,norm3,XGBoost,0.98,0.8377,0.8,0.6571
F_mean_3d_Fz,delta,None,Linear SVM,0.5533,0.5294,0.6,0.6571
F_de_3d_10rm,delta,None,XGBoost,0.9733,0.8175,0.8,0.6571
F_de_3d,alpha,None,KNN,1.0,0.8577,0.9,0.6571
F_peak_3d_Cz,theta,None,XGBoost,0.6667,0.591,0.6,0.6571
F_de_3d,alpha,None,Ensemble (Majority Vote),0.9133,0.7611,0.7,0.6571
