특징,밴드,정규화,모델,학습 정확도 (Trial),학습 정확도 (Epoch),테스트 정확도 (Trial),테스트 정확도 (Epoch),학습 혼동 행렬 (Epoch),테스트 혼동 행렬 (Epoch)
F_mean_3d_Fz,delta,None,Logistic Regression,0.5333333333333333,0.5264367816091954,0.5,0.6428571428571429,"[[227, 208], [204, 231]]","[[2, 5], [0, 7]]"
F_mean_3d_Fz,delta,None,KNN,1.0,0.6896551724137931,0.0,0.42857142857142855,"[[287, 148], [122, 313]]","[[3, 4], [4, 3]]"
F_mean_3d_Fz,delta,None,Linear SVM,0.5333333333333333,0.5264367816091954,0.5,0.7142857142857143,"[[227, 208], [204, 231]]","[[3, 4], [0, 7]]"
F_mean_3d_Fz,delta,None,Random Forest,0.7333333333333333,0.6045977011494252,0.5,0.5,"[[230, 205], [139, 296]]","[[2, 5], [2, 5]]"
F_mean_3d_Fz,delta,None,XGBoost,0.5333333333333333,0.5298850574712644,0.5,0.6428571428571429,"[[225, 210], [199, 236]]","[[2, 5], [0, 7]]"
F_mean_3d_Fz,delta,None,Ensemble (Majority Vote),0.5333333333333333,0.5310344827586206,0.5,0.6428571428571429,"[[226, 209], [199, 236]]","[[2, 5], [0, 7]]"
F_mean_3d_Fz,delta,norm2,Logistic Regression,0.5,0.5,0.5,0.5,"[[435, 0], [435, 0]]","[[7, 0], [7, 0]]"
F_mean_3d_Fz,delta,norm2,KNN,0.9666666666666667,0.6701149425287356,1.0,0.5714285714285714,"[[292, 143], [144, 291]]","[[4, 3], [3, 4]]"
F_mean_3d_Fz,delta,norm2,Linear SVM,0.5,0.5,0.5,0.5714285714285714,"[[153, 282], [153, 282]]","[[3, 4], [2, 5]]"
F_mean_3d_Fz,delta,norm2,Random Forest,0.9,0.6011494252873564,0.5,0.5,"[[238, 197], [150, 285]]","[[3, 4], [3, 4]]"
F_mean_3d_Fz,delta,norm2,XGBoost,0.5,0.5298850574712644,0.5,0.5,"[[74, 361], [48, 387]]","[[1, 6], [1, 6]]"
F_mean_3d_Fz,delta,norm2,Ensemble (Majority Vote),0.8333333333333334,0.6126436781609196,1.0,0.6428571428571429,"[[249, 186], [151, 284]]","[[4, 3], [2, 5]]"
F_mean_3d_Fz,delta,norm3,Logistic Regression,0.5,0.5,0.5,0.5,"[[435, 0], [435, 0]]","[[7, 0], [7, 0]]"
