특징,밴드,정규화,모델,학습 정확도 (Trial),학습 정확도 (Epoch),테스트 정확도 (Trial),테스트 정확도 (Epoch)
F_mean_3d_Cz,alpha,norm2,Linear SVM,0.5067,0.4991,0.51,0.5071
F_peak_3d_Cz,alpha,norm2,XGBoost,0.6067,0.5623,0.53,0.5071
F_median_3d_T7,beta,None,Ensemble (Majority Vote),0.7333,0.6207,0.5,0.5071
F_peak_3d_C4,gamma,None,Ensemble (Majority Vote),0.72,0.6269,0.56,0.5071
F_median_3d,theta,None,Linear SVM,0.6667,0.5956,0.49,0.5071
F_de_3d_Fp1,alpha,None,Ensemble (Majority Vote),0.7467,0.6384,0.49,0.5071
F_mean_3d_3area,gamma,norm2,XGBoost,0.6867,0.5756,0.49,0.5071
F_median_3d_C4,gamma,norm3,Random Forest,0.7333,0.5862,0.49,0.5071
F_mean_3d_Fp1,beta,norm2,XGBoost,0.6067,0.5549,0.5,0.5071
F_rasm_3d19,delta,norm2,Ensemble (Majority Vote),0.9733,0.7924,0.52,0.5071
F_mean_3d_8rm,all,norm2,XGBoost,1.0,0.811,0.46,0.5071
F_dasm_3d19,all,norm3,XGBoost,1.0,0.9777,0.51,0.5071
F_de_3d_1area,alpha,norm3,Linear SVM,0.5,0.5009,0.52,0.5071
F_peak_3d_1area,all,norm2,Ensemble (Majority Vote),0.9,0.6816,0.47,0.5071
F_dasm_3d_8rm,delta,norm2,KNN,1.0,0.6977,0.53,0.5071
F_de_3d_Cz,beta,norm2,Ensemble (Majority Vote),0.7067,0.6154,0.49,0.5071
F_median_3d_F3,delta,norm3,Random Forest,0.76,0.5952,0.48,0.5071
F_dasm_3d_8rm,delta,norm2,Linear SVM,0.5,0.5085,0.52,0.5071
F_median_3d19,gamma,None,Logistic Regression,0.7133,0.6143,0.52,0.5071
F_peak_3d_10rm,beta,norm3,KNN,0.9733,0.7736,0.53,0.5071
F_peak_3d_Cz,alpha,norm3,XGBoost,0.6067,0.5623,0.53,0.5071
F_rasm_3d_10rm,theta,None,Logistic Regression,0.4867,0.4867,0.5,0.5071
F_de_3d_Fp1,delta,norm3,KNN,0.9867,0.6952,0.53,0.5071
F_median_3d_F3,gamma,None,Logistic Regression,0.52,0.5069,0.53,0.5071
F_mean_3d_Fp1,beta,norm3,XGBoost,0.6067,0.5549,0.5,0.5071
F_peak_3d_F7,all,None,Ensemble (Majority Vote),0.8333,0.7044,0.52,0.5071
F_peak_3d_C3,theta,norm3,Random Forest,0.82,0.5947,0.57,0.5071
F_median_3d_T7,beta,norm2,KNN,0.9867,0.6894,0.5,0.5071
F_peak_3d_C3,theta,norm2,Random Forest,0.82,0.5947,0.57,0.5071
F_median_3d_T7,beta,norm3,KNN,0.9867,0.6894,0.5,0.5071
F_dasm_3d,delta,norm3,Ensemble (Majority Vote),0.82,0.7053,0.46,0.5071
F_peak_3d_Cz,theta,norm3,Linear SVM,0.4933,0.5009,0.5,0.5071
F_de_3d_Fp1,delta,norm2,KNN,0.9867,0.6952,0.53,0.5071
F_median_3d_F8,theta,norm2,Random Forest,0.84,0.5986,0.55,0.5071
F_de_3d_1area,alpha,norm2,Linear SVM,0.5,0.5009,0.52,0.5071
F_peak_3d_C3,all,None,Logistic Regression,0.6267,0.5818,0.52,0.5071
F_dasm_3d_10rm,gamma,norm3,KNN,0.96,0.7439,0.53,0.5071
F_dasm_3d_3area,delta,None,XGBoost,0.68,0.6025,0.52,0.5071
F_rasm_3d19,gamma,norm2,Linear SVM,0.4667,0.506,0.53,0.5071
F_de_3d_F4,all,norm2,Ensemble (Majority Vote),0.84,0.6761,0.53,0.5071
F_mean_3d_Fp1,alpha,None,Ensemble (Majority Vote),0.72,0.6182,0.53,0.5071
F_mean_3d_3area,gamma,None,Logistic Regression,0.54,0.5437,0.51,0.5071
F_peak_3d_C3,delta,None,Logistic Regression,0.52,0.5083,0.52,0.5071
F_median_3d_F7,alpha,None,Random Forest,0.6733,0.5993,0.48,0.5071
F_median_3d_10rm,gamma,norm2,Random Forest,0.8467,0.6662,0.48,0.5071
F_median_3d_F7,alpha,None,Logistic Regression,0.52,0.5161,0.5,0.5071
F_median_3d_F7,alpha,None,Linear SVM,0.52,0.5156,0.5,0.5071
F_median_3d_3area,delta,None,Linear SVM,0.6067,0.5503,0.51,0.5071
F_peak_3d_C3,gamma,norm3,XGBoost,0.6667,0.5533,0.43,0.5071
F_de_3d_C4,delta,norm2,Ensemble (Majority Vote),0.7733,0.6184,0.49,0.5071
F_mean_3d_F3,gamma,norm2,Ensemble (Majority Vote),0.8133,0.6234,0.53,0.5071
F_mean_3d_F3,gamma,norm3,Ensemble (Majority Vote),0.8133,0.6234,0.53,0.5071
F_peak_3d_10rm,alpha,norm2,Random Forest,0.8533,0.6568,0.56,0.5071
F_dasm_3d_10rm,delta,norm3,Linear SVM,0.6333,0.6025,0.51,0.5071
F_peak_3d_1area,gamma,norm3,Random Forest,0.7667,0.5869,0.51,0.5071
F_peak_3d_F7,all,norm3,Logistic Regression,0.6533,0.6053,0.52,0.5071
F_peak_3d_F8,alpha,norm2,XGBoost,0.7267,0.5653,0.54,0.5071
F_de_3d_F8,delta,norm3,KNN,0.9733,0.691,0.56,0.5071
F_median_3d_Cz,delta,norm2,Linear SVM,0.5067,0.5064,0.52,0.5071
F_de_3d_T8,theta,norm2,Linear SVM,0.5,0.4947,0.5,0.5071
F_peak_3d_1area,theta,norm2,Random Forest,0.8067,0.5857,0.52,0.5071
F_median_3d_10rm,alpha,norm2,Linear SVM,0.5267,0.5046,0.54,0.5071
F_peak_3d_F3,alpha,None,Ensemble (Majority Vote),0.6333,0.6255,0.53,0.5071
F_median_3d,theta,None,KNN,0.9933,0.7814,0.51,0.5071
F_median_3d_F3,delta,None,Random Forest,0.7467,0.6011,0.51,0.5071
F_de_3d_T8,theta,norm3,Linear SVM,0.5,0.4947,0.5,0.5071
F_mean_3d_C3,alpha,None,Random Forest,0.6533,0.5871,0.52,0.5071
F_de_3d_F7,alpha,norm2,Linear SVM,0.4933,0.5018,0.54,0.5071
F_median_3d_T8,theta,norm3,XGBoost,0.5867,0.5552,0.51,0.5071
F_peak_3d_Cz,theta,norm2,Linear SVM,0.4933,0.5009,0.5,0.5071
F_rasm_3d_8rm,gamma,norm2,XGBoost,0.8267,0.6754,0.49,0.5071
F_mean_3d_C3,all,norm3,XGBoost,0.9067,0.6915,0.49,0.5071
F_mean_3d_F3,beta,norm3,XGBoost,0.58,0.546,0.53,0.5071
F_median_3d_Cz,beta,norm3,Linear SVM,0.5,0.4995,0.49,0.5071
F_rasm_3d,delta,norm2,XGBoost,0.9533,0.766,0.51,0.5071
F_mean_3d_F3,beta,norm2,XGBoost,0.58,0.546,0.53,0.5071
F_mean_3d_C3,all,norm3,Random Forest,0.7933,0.6575,0.54,0.5071
F_de_3d_10rm,delta,norm2,Random Forest,0.8933,0.6501,0.45,0.5071
F_median_3d_T7,delta,None,XGBoost,0.6533,0.5805,0.54,0.5071
F_mean_3d_C3,all,norm3,KNN,0.98,0.7292,0.5,0.5071
F_peak_3d_T7,beta,norm3,Linear SVM,0.54,0.5161,0.48,0.5071
F_median_3d,delta,norm2,KNN,1.0,0.7087,0.53,0.5071
F_de_3d_2area,beta,norm2,KNN,0.9733,0.692,0.47,0.5071
F_median_3d_1area,beta,norm3,Random Forest,0.7133,0.583,0.48,0.5071
F_de_3d_1area,all,norm2,Ensemble (Majority Vote),0.8533,0.677,0.51,0.5071
F_median_3d_Cz,beta,norm2,Linear SVM,0.5,0.4995,0.49,0.5071
F_dasm_3d19,gamma,None,Logistic Regression,0.68,0.5984,0.51,0.5071
F_mean_3d_3area,beta,norm2,KNN,0.96,0.6989,0.5,0.5071
F_dasm_3d19,gamma,norm3,Linear SVM,0.6867,0.6092,0.5,0.5071
F_mean_3d_1area,beta,norm3,Random Forest,0.8133,0.5924,0.52,0.5057
F_peak_3d_Fp2,beta,None,Random Forest,0.64,0.6005,0.51,0.5057
F_mean_3d_1area,delta,norm2,Random Forest,0.78,0.5943,0.5,0.5057
F_mean_3d_1area,alpha,None,XGBoost,0.68,0.592,0.52,0.5057
F_median_3d_F3,delta,norm2,Linear SVM,0.4933,0.4986,0.52,0.5057
F_peak_3d_C3,beta,norm3,XGBoost,0.5933,0.5536,0.49,0.5057
F_mean_3d_1area,delta,norm3,Random Forest,0.78,0.5943,0.5,0.5057
F_de_3d,theta,norm3,Ensemble (Majority Vote),0.7933,0.7021,0.47,0.5057
F_median_3d_F3,gamma,norm2,Linear SVM,0.4933,0.4947,0.52,0.5057
F_rasm_3d_3area,delta,norm2,XGBoost,0.7533,0.6241,0.55,0.5057
F_median_3d_F3,gamma,norm3,Linear SVM,0.4933,0.4947,0.52,0.5057
F_mean_3d_1area,beta,norm2,Random Forest,0.8133,0.5924,0.52,0.5057
F_median_3d19,gamma,norm3,XGBoost,0.98,0.7991,0.48,0.5057
F_mean_3d_10rm,delta,norm3,XGBoost,0.9267,0.7205,0.54,0.5057
F_median_3d_F3,delta,norm3,Linear SVM,0.4933,0.4986,0.52,0.5057
F_median_3d19,theta,norm2,Ensemble (Majority Vote),0.8333,0.7117,0.51,0.5057
F_mean_3d_C4,gamma,None,Linear SVM,0.5067,0.5189,0.51,0.5057
F_rasm_3d_8rm,theta,norm3,Linear SVM,0.48,0.5225,0.49,0.5057
F_peak_3d_C4,theta,norm3,Random Forest,0.7467,0.577,0.58,0.5057
F_mean_3d_Fz,theta,norm3,KNN,0.9733,0.6878,0.51,0.5057
F_median_3d_1area,gamma,norm2,XGBoost,0.66,0.5591,0.48,0.5057
F_dasm_3d_10rm,gamma,norm2,XGBoost,0.92,0.64,0.52,0.5057
F_median_3d_1area,gamma,norm2,Linear SVM,0.5,0.4986,0.49,0.5057
F_peak_3d_1area,gamma,norm3,Linear SVM,0.5067,0.4979,0.5,0.5057
F_mean_3d_F7,delta,norm3,KNN,0.9867,0.6811,0.52,0.5057
F_dasm_3d_10rm,gamma,norm3,Logistic Regression,0.64,0.5867,0.51,0.5057
F_mean_3d_F7,delta,norm2,KNN,0.9867,0.6811,0.52,0.5057
F_mean_3d_F7,beta,norm3,Random Forest,0.74,0.5933,0.49,0.5057
F_median_3d_3area,theta,norm2,Linear SVM,0.4933,0.4922,0.53,0.5057
F_mean_3d_F7,beta,norm2,Random Forest,0.74,0.5933,0.49,0.5057
F_median_3d_3area,theta,norm2,XGBoost,0.7667,0.5922,0.51,0.5057
F_dasm_3d_10rm,theta,norm2,Linear SVM,0.5067,0.5009,0.51,0.5057
F_mean_3d_F7,alpha,None,Random Forest,0.68,0.5837,0.55,0.5057
F_mean_3d_Cz,theta,norm3,KNN,0.9733,0.6857,0.48,0.5057
F_dasm_3d_10rm,theta,norm3,KNN,0.9733,0.7336,0.49,0.5057
F_mean_3d_T7,alpha,norm2,Linear SVM,0.52,0.5044,0.51,0.5057
F_peak_3d_F4,alpha,None,Ensemble (Majority Vote),0.7133,0.634,0.54,0.5057
F_peak_3d_10rm,theta,None,XGBoost,0.8933,0.7267,0.51,0.5057
F_dasm_3d_3area,all,norm2,KNN,0.98,0.7,0.49,0.5057
F_peak_3d_C4,theta,norm2,Random Forest,0.7467,0.577,0.58,0.5057
F_mean_3d_T7,alpha,norm3,Linear SVM,0.52,0.5044,0.51,0.5057
F_median_3d_8rm,beta,norm3,Logistic Regression,0.68,0.594,0.51,0.5057
F_dasm_3d_3area,alpha,norm2,KNN,0.98,0.6952,0.51,0.5057
F_mean_3d_F4,all,norm3,Logistic Regression,0.62,0.5667,0.49,0.5057
F_mean_3d_F4,all,norm3,Linear SVM,0.6267,0.5674,0.49,0.5057
F_dasm_3d19,all,norm2,Random Forest,0.9867,0.8366,0.52,0.5057
F_mean_3d_F3,theta,None,XGBoost,0.6933,0.5998,0.52,0.5057
F_median_3d_1area,gamma,norm3,Linear SVM,0.5,0.4986,0.49,0.5057
F_mean_3d_Fz,theta,norm2,KNN,0.9733,0.6878,0.51,0.5057
F_mean_3d_F8,all,norm3,Linear SVM,0.58,0.5556,0.52,0.5057
F_median_3d_1area,gamma,norm3,XGBoost,0.66,0.5591,0.48,0.5057
F_mean_3d_Fz,alpha,None,KNN,0.9867,0.6972,0.57,0.5057
F_mean_3d_Fz,alpha,norm2,KNN,0.9933,0.6837,0.52,0.5057
F_mean_3d_Fz,alpha,norm3,KNN,0.9933,0.6837,0.52,0.5057
F_dasm_3d19,beta,norm3,Random Forest,0.8133,0.7159,0.51,0.5057
F_mean_3d_Fz,beta,norm2,Random Forest,0.7867,0.5961,0.48,0.5057
F_mean_3d_Fz,beta,norm3,Random Forest,0.7867,0.5961,0.48,0.5057
F_rasm_3d_8rm,delta,norm2,Random Forest,0.7867,0.663,0.5,0.5057
F_mean_3d_Fp2,all,norm3,KNN,0.9867,0.7294,0.51,0.5057
F_peak_3d_1area,beta,norm3,Linear SVM,0.5467,0.509,0.51,0.5057
F_peak_3d_1area,beta,norm3,KNN,0.9667,0.6848,0.51,0.5057
F_median_3d_2area,delta,norm3,Logistic Regression,0.5533,0.5384,0.48,0.5057
F_peak_3d_1area,beta,norm2,Linear SVM,0.5467,0.509,0.51,0.5057
F_peak_3d_1area,beta,norm2,KNN,0.9667,0.6848,0.51,0.5057
F_peak_3d_F4,theta,norm2,Linear SVM,0.5,0.4984,0.5,0.5057
F_mean_3d_Fp1,gamma,norm3,Linear SVM,0.4867,0.4991,0.51,0.5057
F_mean_3d_Fp1,gamma,norm2,Linear SVM,0.4867,0.4991,0.51,0.5057
F_peak_3d_1area,alpha,norm3,XGBoost,0.6467,0.5605,0.5,0.5057
F_peak_3d_F4,theta,norm3,Linear SVM,0.5,0.4984,0.5,0.5057
F_peak_3d_F7,all,None,Random Forest,0.7933,0.6828,0.51,0.5057
F_peak_3d_1area,alpha,norm3,KNN,0.9667,0.6885,0.55,0.5057
F_peak_3d_1area,alpha,norm2,XGBoost,0.6467,0.5605,0.5,0.5057
F_median_3d_3area,all,norm2,Linear SVM,0.5133,0.5076,0.49,0.5057
F_peak_3d_1area,alpha,norm2,KNN,0.9667,0.6885,0.55,0.5057
F_mean_3d_F8,gamma,norm3,Linear SVM,0.5,0.4982,0.53,0.5057
F_mean_3d_F8,gamma,norm2,Linear SVM,0.5,0.4982,0.53,0.5057
F_peak_3d_Cz,alpha,None,Random Forest,0.6267,0.586,0.48,0.5057
F_peak_3d_1area,gamma,norm2,Linear SVM,0.5067,0.4979,0.5,0.5057
F_peak_3d_F4,all,norm2,KNN,0.98,0.7002,0.51,0.5057
F_mean_3d_Cz,theta,norm2,KNN,0.9733,0.6857,0.48,0.5057
F_median_3d_F3,all,None,KNN,0.98,0.7517,0.49,0.5057
F_median_3d_Cz,delta,norm2,Random Forest,0.8133,0.5956,0.44,0.5057
F_mean_3d_8rm,gamma,norm3,KNN,0.9733,0.7462,0.56,0.5057
F_peak_3d_Fp1,alpha,norm2,KNN,0.9733,0.6821,0.48,0.5057
F_peak_3d_Fp1,alpha,norm3,KNN,0.9733,0.6821,0.48,0.5057
F_peak_3d_Cz,theta,norm3,Random Forest,0.7267,0.594,0.56,0.5057
F_median_3d_10rm,delta,norm2,KNN,0.98,0.6959,0.49,0.5057
F_mean_3d_3area,theta,norm2,KNN,0.9733,0.6979,0.51,0.5057
F_peak_3d_Fp1,beta,norm2,Linear SVM,0.5,0.5064,0.49,0.5057
F_peak_3d_10rm,all,None,Random Forest,0.8533,0.7559,0.48,0.5057
F_peak_3d_Fp1,beta,norm3,Linear SVM,0.5,0.5064,0.49,0.5057
F_median_3d_Cz,alpha,norm2,Ensemble (Majority Vote),0.76,0.6198,0.51,0.5057
F_median_3d_Cz,alpha,norm3,Ensemble (Majority Vote),0.76,0.6198,0.51,0.5057
F_peak_3d_2area,all,norm2,Linear SVM,0.5467,0.5087,0.52,0.5057
F_rasm_3d_3area,theta,None,Random Forest,0.7,0.5793,0.53,0.5057
F_peak_3d_Fp1,theta,norm2,Linear SVM,0.52,0.497,0.5,0.5057
F_mean_3d_Cz,beta,norm3,Linear SVM,0.5267,0.5021,0.49,0.5057
F_median_3d_Cz,delta,norm3,Random Forest,0.8133,0.5956,0.44,0.5057
F_peak_3d_Fp1,theta,norm3,Linear SVM,0.52,0.497,0.5,0.5057
F_mean_3d_2area,gamma,norm3,KNN,0.9533,0.7014,0.47,0.5057
F_de_3d,alpha,norm3,Logistic Regression,0.6533,0.6145,0.5,0.5057
F_peak_3d19,gamma,None,Random Forest,0.7933,0.6908,0.55,0.5057
F_median_3d_10rm,all,norm3,Random Forest,0.9,0.7559,0.5,0.5057
F_median_3d_Cz,theta,norm2,KNN,0.9867,0.6878,0.45,0.5057
F_dasm_3d,alpha,norm2,Linear SVM,0.5133,0.5067,0.51,0.5057
F_peak_3d19,delta,norm2,XGBoost,0.9533,0.7345,0.51,0.5057
F_mean_3d_2area,all,norm2,XGBoost,0.9533,0.6793,0.51,0.5057
F_mean_3d_2area,all,norm2,Linear SVM,0.5267,0.503,0.54,0.5057
F_median_3d_Cz,theta,norm3,KNN,0.9867,0.6878,0.45,0.5057
F_rasm_3d_3area,delta,norm3,XGBoost,0.7533,0.6241,0.55,0.5057
F_peak_3d_Cz,theta,norm2,Random Forest,0.7267,0.594,0.56,0.5057
F_median_3d_C4,gamma,None,Ensemble (Majority Vote),0.7,0.6205,0.49,0.5057
F_mean_3d_8rm,gamma,norm3,XGBoost,0.7933,0.6761,0.51,0.5057
F_median_3d,all,norm2,Ensemble (Majority Vote),0.94,0.7802,0.51,0.5057
F_mean_3d_Cz,beta,norm2,Linear SVM,0.5267,0.5021,0.49,0.5057
F_peak_3d_F8,all,norm3,Random Forest,0.8333,0.6678,0.5,0.5057
F_peak_3d_C4,beta,norm3,Linear SVM,0.4867,0.5067,0.5,0.5057
F_median_3d_C3,delta,norm2,Random Forest,0.7267,0.5885,0.46,0.5057
F_mean_3d_T8,all,norm3,KNN,0.98,0.7248,0.48,0.5057
F_peak_3d_F8,alpha,norm2,Random Forest,0.7067,0.5846,0.49,0.5057
F_median_3d_C3,delta,norm3,Random Forest,0.7267,0.5885,0.46,0.5057
F_peak_3d_C4,beta,norm2,Linear SVM,0.4867,0.5067,0.5,0.5057
F_peak_3d_F8,alpha,norm3,Random Forest,0.7067,0.5846,0.49,0.5057
F_mean_3d_C4,gamma,norm3,XGBoost,0.56,0.5416,0.48,0.5057
F_mean_3d_C4,gamma,norm2,XGBoost,0.56,0.5416,0.48,0.5057
F_dasm_3d_3area,theta,None,Logistic Regression,0.5333,0.5191,0.52,0.5057
F_mean_3d_T8,beta,None,Linear SVM,0.5267,0.5205,0.52,0.5057
F_mean_3d_C4,alpha,norm3,Linear SVM,0.52,0.4975,0.6,0.5057
F_mean_3d_C4,alpha,norm2,Linear SVM,0.52,0.4975,0.6,0.5057
F_mean_3d_T8,beta,norm2,KNN,0.96,0.6825,0.53,0.5057
F_peak_3d_F8,delta,None,Linear SVM,0.5,0.5037,0.56,0.5057
F_peak_3d_F8,delta,norm2,Ensemble (Majority Vote),0.74,0.6053,0.5,0.5057
F_mean_3d_T8,beta,norm3,KNN,0.96,0.6825,0.53,0.5057
F_peak_3d_F8,delta,norm3,Ensemble (Majority Vote),0.74,0.6053,0.5,0.5057
F_peak_3d_10rm,alpha,norm3,Linear SVM,0.66,0.5938,0.52,0.5057
F_mean_3d_C3,theta,None,Random Forest,0.6467,0.5878,0.5,0.5057
F_dasm_3d_8rm,alpha,None,KNN,0.9667,0.7322,0.51,0.5057
F_dasm_3d,gamma,None,Logistic Regression,0.64,0.597,0.48,0.5057
F_mean_3d_T8,theta,norm2,KNN,1.0,0.6945,0.53,0.5057
F_mean_3d_T8,theta,norm3,KNN,1.0,0.6945,0.53,0.5057
F_peak_3d_Fp1,all,norm2,Linear SVM,0.5133,0.4917,0.51,0.5057
F_dasm_3d_3area,alpha,norm3,KNN,0.98,0.6952,0.51,0.5057
F_median_3d_F3,all,norm2,KNN,0.9533,0.6857,0.54,0.5057
F_de_3d_8rm,gamma,norm2,Linear SVM,0.4667,0.4991,0.5,0.5057
F_mean_3d,alpha,norm2,Random Forest,0.8267,0.6724,0.52,0.5057
F_rasm_3d,all,None,KNN,0.9667,0.7152,0.49,0.5057
F_de_3d_1area,gamma,None,XGBoost,0.6533,0.5917,0.51,0.5057
F_peak_3d_T7,gamma,None,XGBoost,0.6933,0.5963,0.49,0.5057
F_peak_3d_T7,gamma,None,Random Forest,0.6733,0.5993,0.5,0.5057
F_de_3d_Cz,delta,None,XGBoost,0.6667,0.5908,0.54,0.5057
F_peak_3d_C3,beta,None,Linear SVM,0.5,0.5159,0.52,0.5057
F_de_3d_C3,gamma,norm2,Ensemble (Majority Vote),0.7667,0.6166,0.53,0.5057
F_de_3d_C3,gamma,norm3,Ensemble (Majority Vote),0.7667,0.6166,0.53,0.5057
F_peak_3d_T8,beta,norm2,Linear SVM,0.4933,0.508,0.5,0.5057
F_de_3d_F4,theta,norm3,XGBoost,0.5867,0.5556,0.48,0.5057
F_de_3d_10rm,theta,norm2,Ensemble (Majority Vote),0.84,0.6754,0.5,0.5057
F_de_3d_Cz,delta,norm3,Linear SVM,0.4933,0.4938,0.53,0.5057
F_median_3d_Fz,alpha,norm3,XGBoost,0.62,0.5609,0.51,0.5057
F_de_3d_Fp1,theta,norm3,Linear SVM,0.5,0.5,0.49,0.5057
F_de_3d_F4,theta,norm2,XGBoost,0.5867,0.5556,0.48,0.5057
F_de_3d_C4,theta,norm3,Linear SVM,0.4933,0.506,0.51,0.5057
F_de_3d_2area,beta,None,KNN,0.96,0.7076,0.52,0.5057
F_de_3d_C4,theta,norm2,Linear SVM,0.4933,0.506,0.51,0.5057
F_de_3d_F4,theta,None,Linear SVM,0.4933,0.5115,0.5,0.5057
F_peak_3d_8rm,theta,None,Logistic Regression,0.62,0.5731,0.51,0.5057
F_de_3d_F3,delta,None,XGBoost,0.6733,0.5926,0.5,0.5057
F_rasm_3d19,alpha,norm3,Ensemble (Majority Vote),0.9,0.7543,0.49,0.5057
F_median_3d_Fp1,theta,norm2,Linear SVM,0.4867,0.4963,0.51,0.5057
F_rasm_3d,alpha,None,KNN,0.9867,0.7234,0.52,0.5057
F_median_3d_Fz,beta,norm3,XGBoost,0.52,0.5474,0.5,0.5057
F_de_3d_8rm,delta,norm3,Ensemble (Majority Vote),0.8267,0.7071,0.52,0.5057
F_median_3d_F7,all,norm2,Linear SVM,0.5267,0.5025,0.48,0.5057
F_median_3d_Fp1,theta,norm3,Linear SVM,0.4867,0.4963,0.51,0.5057
F_peak_3d_T7,all,None,KNN,0.9667,0.7623,0.54,0.5057
F_peak_3d_8rm,all,norm3,Logistic Regression,0.84,0.7113,0.49,0.5057
F_median_3d_T8,theta,norm2,Ensemble (Majority Vote),0.7467,0.6051,0.52,0.5057
F_peak_3d_T7,gamma,norm2,Random Forest,0.7667,0.5915,0.52,0.5057
F_de_3d_Fp2,beta,None,XGBoost,0.6467,0.5901,0.5,0.5057
F_de_3d_Fp1,gamma,None,Ensemble (Majority Vote),0.7333,0.6267,0.52,0.5057
F_de_3d19,gamma,norm2,KNN,0.9467,0.7092,0.52,0.5057
F_de_3d_Fp1,theta,norm2,Linear SVM,0.5,0.5,0.49,0.5057
F_de_3d_Cz,delta,None,Random Forest,0.68,0.5929,0.53,0.5057
F_de_3d_F3,gamma,norm3,Linear SVM,0.4867,0.4984,0.49,0.5057
F_median_3d_Fp2,alpha,None,Random Forest,0.6667,0.592,0.53,0.5057
F_peak_3d_T8,beta,norm3,Linear SVM,0.4933,0.508,0.5,0.5057
F_de_3d_F7,theta,norm2,Linear SVM,0.48,0.5005,0.48,0.5057
F_median_3d_Fz,beta,norm2,XGBoost,0.52,0.5474,0.5,0.5057
F_rasm_3d,beta,None,Linear SVM,0.4333,0.4726,0.53,0.5057
F_de_3d_1area,gamma,norm2,XGBoost,0.6333,0.5589,0.51,0.5057
F_de_3d_Fp2,gamma,None,Ensemble (Majority Vote),0.74,0.6159,0.54,0.5057
F_de_3d_F7,theta,norm3,Linear SVM,0.48,0.5005,0.48,0.5057
F_peak_3d_T7,gamma,norm3,Random Forest,0.7667,0.5915,0.52,0.5057
F_peak_3d,gamma,norm2,Linear SVM,0.48,0.4947,0.5,0.5057
F_de_3d_10rm,theta,norm3,Logistic Regression,0.6667,0.5878,0.5,0.5057
F_peak_3d_8rm,beta,norm2,Ensemble (Majority Vote),0.8467,0.6591,0.5,0.5057
F_median_3d_T8,gamma,norm3,XGBoost,0.6933,0.5655,0.53,0.5057
F_de_3d_C3,theta,norm2,Linear SVM,0.5267,0.5087,0.5,0.5057
F_de_3d_C3,theta,norm3,Linear SVM,0.5267,0.5087,0.5,0.5057
F_peak_3d_Fz,all,None,Logistic Regression,0.64,0.5846,0.47,0.5057
F_median_3d_Fz,alpha,norm2,XGBoost,0.62,0.5609,0.51,0.5057
F_median_3d_T8,gamma,norm2,XGBoost,0.6933,0.5655,0.53,0.5057
F_peak_3d_3area,alpha,norm2,XGBoost,0.7533,0.5977,0.49,0.5057
F_de_3d_F4,alpha,None,Ensemble (Majority Vote),0.7067,0.6175,0.52,0.5057
F_de_3d_Fz,gamma,None,Linear SVM,0.48,0.506,0.53,0.5057
F_de_3d_C3,all,None,Random Forest,0.7467,0.6634,0.48,0.5057
F_mean_3d,delta,norm2,Linear SVM,0.5067,0.4949,0.46,0.5057
F_peak_3d_3area,delta,norm2,Random Forest,0.86,0.6087,0.5,0.5057
F_mean_3d_10rm,alpha,None,Random Forest,0.7067,0.6589,0.54,0.5057
F_de_3d_Fz,gamma,norm2,KNN,0.9867,0.7005,0.56,0.5057
F_de_3d_T7,alpha,norm3,Random Forest,0.7067,0.5869,0.51,0.5057
F_de_3d_Fz,gamma,norm3,KNN,0.9867,0.7005,0.56,0.5057
F_peak_3d_T8,alpha,None,KNN,0.9667,0.6963,0.46,0.5057
F_de_3d_10rm,delta,norm2,KNN,0.9733,0.7002,0.54,0.5057
F_de_3d_F8,theta,norm3,Linear SVM,0.5,0.5021,0.52,0.5057
F_de_3d_F3,gamma,norm2,Linear SVM,0.4867,0.4984,0.49,0.5057
F_de_3d_F8,theta,norm2,Linear SVM,0.5,0.5021,0.52,0.5057
F_de_3d_T7,all,norm2,Ensemble (Majority Vote),0.82,0.6731,0.52,0.5057
F_de_3d_T7,alpha,norm2,Random Forest,0.7067,0.5869,0.51,0.5057
F_mean_3d19,alpha,norm3,Ensemble (Majority Vote),0.8933,0.7469,0.5,0.5057
F_de_3d_F4,beta,None,KNN,0.9467,0.6949,0.53,0.5057
F_de_3d_8rm,theta,norm3,XGBoost,0.8333,0.6841,0.52,0.5057
F_de_3d_F4,delta,norm2,Ensemble (Majority Vote),0.7267,0.6048,0.54,0.5057
F_rasm_3d_10rm,delta,norm2,Random Forest,0.84,0.6749,0.51,0.5057
F_median_3d_T8,theta,norm3,Ensemble (Majority Vote),0.7467,0.6051,0.52,0.5057
F_peak_3d,alpha,norm2,Linear SVM,0.5133,0.5028,0.5,0.5057
F_de_3d_F4,gamma,norm3,KNN,0.9867,0.6975,0.53,0.5057
F_rasm_3d_10rm,theta,norm2,Linear SVM,0.54,0.5083,0.56,0.5057
F_mean_3d19,alpha,norm3,Logistic Regression,0.7267,0.6418,0.49,0.5057
F_de_3d_Cz,delta,norm2,Linear SVM,0.4933,0.4938,0.53,0.5057
F_peak_3d_Fz,theta,norm3,Random Forest,0.8,0.5871,0.49,0.5057
F_rasm_3d19,gamma,None,XGBoost,0.96,0.7444,0.51,0.5057
F_median_3d_T8,all,norm3,KNN,0.96,0.726,0.49,0.5057
F_de_3d_F4,delta,norm3,Ensemble (Majority Vote),0.7267,0.6048,0.54,0.5057
F_de_3d_10rm,beta,norm2,Linear SVM,0.5133,0.5097,0.52,0.5057
